id,label_identity_attack,label_insult,label_obscene,label_severe_toxicity,label_threat,label_toxicity,lang,text
2cb0ead532923065,0,0,0,0,1,0,en-orig,"That's funny. You was personally offended? So the bad things writer new you, your name etc, right? 
And one get offended by a comment, or epithets on a website, then that same person must grow up spiritually for some more 5 centuries at least.
And if one get more offended by the previous comment, then that same person must kill him/hersef.

Take care!"
3c8eb4dc87366409,0,0,0,0,1,0,en-orig,"I'm going to punt your cat about, then it will die. Then you can invent a cyber-cat you geek. However, I will proceed to punt that."
180b31f596d885b8,0,0,0,0,1,0,en-orig,"@ Good! Just tell me how delete my account so I can get away from you and 's harassment and abuse. You two have made a powerful and unstoppable enemy once I find who your identities are and if you even come to Washington state. I will destroy you guys' life once I find your identities and you know what I am strong and powerful than you and I am not vandalizing pages like everyone else is on this site, just doing what anyone would do."
b69dae3e8c38fb63,0,1,1,0,1,0,en-orig,"wtf? 

wtf is your problem? why are you being such an asswipe?
This is an educational institution, you have no right to block an eductational institution. I will promise you legal action if that continues. Against you and against your family and against anyone you may have that loves you. I do not like you, and I hope you die soon. I will sue you if you continue to harass me. 
Your harassment is a violation of federal law and I warn you if you continue, you will not like the consequences.

216.229.227.144"
00a3157f7c3a24eb,0,0,0,0,1,0,en-orig,"""

 Vandalize?! 

I would have ignored your message normally (and by ignore I mean let you live), but why on earth would you call my edit """"vandalize"""" while it obviously was not? I merely added a category that I thought was appropriate with absolutely no intent to """"vandalize"""". You could've said it was something you don't agree with, or even something that most people who edit here don't agree with. You could've directed your """"warning"""" at my (very real) threat. Like """"the next time you threaten someone"""". Call me what you want, but I'm not a petty """"vandalizer"""". I usually feel lazy to cross international lines to do just one thing, but I'm glad to tell you that you've signed your own death warrant and as long as you and the guy who reverted it are in the same country, both of you can look forward to a painful death very shortly.   """
aa1046cda3637efe,0,0,0,0,1,0,en-orig,"I KNOW IT'S ENGLAND BECAUSE IT SAYS UTC 

IN FACT I'LL BLOW UP UK AND IRELAND!"
40d6431e631e36ac,0,0,0,0,1,0,en-orig,"That may be the case, but there is still no ambiguity over the repulsiveness of irish nationalists, who deserved to be shot dead. 79.75.141.101"
971494c52942a6cc,0,0,0,0,1,0,en-orig,"Our warning to you ,Weare  not afraid of you blocking our edits here ,and if you keep going with this Nationalist propaganda Chauvinism and Hate speech,we might start looking for you and face you in person,so watch out !"
53e54744e80dcbf6,0,0,0,0,1,0,en-orig,"If you block me for telling you what you are, there will bw a holy war, I promise you that."
9a176c24d63a5c60,0,1,0,0,1,0,en-orig,SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC Foo
52ce17deb400d628,0,0,0,0,1,0,en-orig,"limited time 

i know who you are heathen. i know what you do.  i will finish you."
da225210fb20b417,0,0,0,0,1,0,en-orig,"Homey 

Yo I beat u up"
8947f2c12aea0a32,0,0,0,0,1,0,en-orig,"If no-one beats me to it, I'll knock something up tonight."
e6cba0f00fc7475f,0,0,0,0,1,0,en-orig,"""

New Award

Well Done!!!

  The IAmTheCoinMan You Are Really Annoying And You Are Good At Anti-Vandalism Barnstar I, , award you the The IAmTheCoinMan You Are Really Annoying And You Are Good At Anti-Vandalism Barnstar for your multiple prompt reverts to my joke.  Protecting the wiki isn't important, and an unimportant task under that is protecting other wikipedians!  Your efforts are much much not appreciated.  I hope someone cuts of your hands! """
2d6e671ffae726a3,0,0,0,0,1,0,en-orig,Wow dude.  As your physician I suggest you slit your wrists.
8fd45641216fdfde,0,0,0,0,1,0,en-orig,"Wikistalking 

Unless you wish to be targeted yourself in a similar manner to Deskana I suggest to cease stalking me and reverting my edits at once"
3dbae03a5f33e414,0,1,0,0,1,0,en-orig,hey!!!!!!! thank you for re-editing my contributions it was really kind of you!!!!!!! i hope you get bowel cancer
5de253e8c8171561,0,0,1,0,1,0,en-orig,"Kill Feldspar 

Feldspar is a blathering idiot that should be publicly executed for his attempted use of force in place of honest debate to reconcile differences in opinion. Forever small minded psuedointellectuals such as he hide behind anti violence laws and become masters at manipulation, abuse of rules, and all manner of passive aggressive means to force others to accept their views. Antiviolence laws are obviously not designed to protect such behavior, rather they are designed to encourage open mindedness towards others viewpoints with the understanding that noone wins when people use force back and forth to overcome each others' opinions."
cd86e1ac9998d147,0,0,0,0,1,0,en-orig,"hello. i know where you live. i know what you did last summer. i'm coming to get you. yes, you. you better watch your back. you'll never know when i'm coming, but i'm coming. when you least expect it."
