ID	label	text
s24:844c8d9213f76709988d9779194389e6	obscene	Tilanne järkyttävä.  Itselläni on perseauki ja selviän just,ettei tarvi mennä leipäjonoon.Olen töissä ja vouti vie osansa ja asun stadissa.Minulla on taksiliite,jolla ennen paikkailin kapeikkoja ja olin hyvä ja kassat oli hyviä.Nyt en enää lähde minnekkään kaikki säästää.Pidän tätä jo 90-luvun laman tasossa ja pelkäämpä et tää kestää paljon pidempään.
s24:79100803bac3ec9150d7102087a16694	obscene	Lukekaa miten se armeija oikeasti käydään.  Muutama keikka on tosi tarina MIEHESTÄ joka uskalsi olla oma itsensä, myös armeijassa. VAROITUS! Ei lälläri pojille ( muka miehille???). lue eläkä lässytä. https://muutama-keikka.webnode.fi jos et jaksa lukea ensin oikeasta elämästä vaan haluaisit lukea äidin sylistä (valita, äidin sylistä ei kerrota mitään, mene neuvolaan), niin sieltä sivulta löytyy armeija "osia" erikseen kun kelaat alas päin. Hyvää lukuhetkeä toivottaa sinulle armeijan setä, ja paskat.
s24:7f596106e6fe58e726018884287ed249	not-obscene	Minusta tuntuu että Kotkan srk on kaupunkimaisin ja ehkä vilkkaudeltaan pienin? Voin olla väärässäkin. Kymi vissiin vanhin ja ehkä perinteikkäin.
s24:c6178c1bc0fb4ab8228d16652a0295a1	not-obscene	Jos ajatus kiihottaa sinua, niin why not? Muista vain kertoa naiselle omat rajasi ja varmista, että hän kunnioittaa niitä. Olet saattanut löytää elämäsi dominan.
s24:3c864cd502a8327ccd36522e62964b60	not-obscene	Kovia juoppoja nämä demarit.
s24:957d3eeb3af4755e8515d7380124a0d9	not-obscene	Kyllä tämä on ihan mormonismin mukaista. Brigham Young tosiaan opetti, että miehen on otava moniavioinen päästäkseen Jumalaksi. Olen kysynyt pariin kertaan tällä palstalla, onko se edelleen kirkon virallinen kanta, mutta en ole saanut vastausta. Saattaa siis olla mahdollista, että sellainen mormonimies joka jostain ihmeen syystä ei haluaisi useita vaimoja pääsee Jumalaksi myös yhden vaimon kanssa. Jumalan on kuitenkin ehdottomasti olatva naimisissa. Mormonit opettavat, että tämän Tellusplaneettamme Jumalalla on vaimo.  Uskontoja on tosiaan moneksi...
s24:95e1c541aecfbca188c92143b3309a91	obscene	Poliisin ON AINA NOUDATETTAVA LAKIA pilkkua nussien ja sitä ei hki:n huumepoliisi ole tehnyt! Vaikka laki käskisi poliisia ampumaan itsensä, se pitää tehdä, jos lakia ei toimi sitä muutettava! Muutoksen voi tehdä vain eduskunta. Poliisi joka ei ole noudattanut lakia, on samanarvoinen rikollinen kuin ne mitä se jahtaa huumekauppias mitä jahtaa, koska silloin kumpikin toimii lain väärällä puolella.  Osa hki:n huumepoliiseista tuomitaan 99,9% varmasti 1-2 vuoden sisällä riippuen tutkinnan kestosta. Niin paljon rikoksia se porukka on puuhastellut! Hyvä niin, saadaan rikolliset pois poliisista.
s24:aa4be3cbe7ef2e03f361902a44dcf89b	obscene	Kyllä seinäjoki olisi saanut ansaitut kultajuhlat jos sepsi olisi voittanut.SJK muovia koko paska,pitäkää juhlanne.(kerrankin olen vaasalaiset kanssa samaa mieltä) !!!!
s24:1036c4f23d91b36d9790c2504ac1671f	not-obscene	Ihan ok-paikka. Kauniita naisia, esitanssijoita. Paikalliset miehet aika vaatimattoman näköisiä, suomalaisen on helppo erottua joukosta pelkästään jo pukeutumalla ja vaikkapa hiusten laitolla.
s24:3b155b701af2c1693c8b368b5e123108	obscene	Nivalaa iliveillään tällä kanavalla paskanhajusta, vaan niin ovat saaneet kylänsä komiaksi ja siistiksi keskustassakin, että on tuo viljelypitäjän keskusta alueensa paras.Malisjoki halkoo sitä ja kilometrikaupalla on rantaa laitettu kaikille asukkaille viihtyisäksi. Haapavesi on kyllä surkea esitys, eijä pärjää tässäkään kisassa.
s24:8f314e6135f4e4e52f344466b41e920c	not-obscene	homo
s24:c24a0336a4c70dea9a37cfaba3af0192	obscene	Siinä kanssa yksi perskeleen tolvana, huutaa ja huutaa, linkittää ja kopio, eikä aavistustakaan miksi ja mitä, se on menneisyyttä ja asioita pitää tehdä nyt uudelta pohjalta.On aivan turha itkeä kun 1996 alkusyksystä Persutkin . . . . helvetti, ne ovat nyt menneisyyttä, edellisen johtoryhmän näkemyksiä aiheista, joille silloin oli kannatusta, maailma on muuttunut ja niin on osittaisn tai kokonaan muuttuneet ajatuksetkin, miksi siis jumalauta toistella satoja kertoja tätä samaa paskaa palstalla. Se ei ole koskaan johtanut mihinkään, selvittänyt sen kummemmin asiaa - miksi siis huudella ja toistella asiaa, josta pitää muistaa vain se, ettei jatkossa Helppo-Heikkejä pidä päästää puolueen johtoon, vaikka lystikäs ja supliikki veke olisikin, vaan kuunnella sitä sanoman sisältöä mitä Puoleesta kerrotaan.
s24:0a0a4e4e5f8e558cda4d8b05f7ee6bc9	not-obscene	Ja instassa joku "vajakkiLatvaKakkonen" hehkuttaa miten inssssssssssssspiroiva Mara on ja huikee ja ihailtu. Voi hellanlettas!
s24:916d25c28d76323951f9da9440b2e43b	not-obscene	Asiasta: Blondit ja äly. Kaikki blondit eivät ole kauniita mielestäni. Vain älykkäät blondit ovat kauniita, äly näkyy silmissä. -Tyhmä "Gro magno" ei ole mielestäni koskaan kaunis.
s24:bb8c6fd25adc9cdfd313a47d3746dadc	obscene	Hyvä debatti Syyrian sodasta  Läntistä paskapropagandaa toisteleva liberaalipelle ei kestänyt tosiasioita :D  https://www.youtube.com/watch?v=VebVA3fbdzY
s24:e989741589bc094ee4f9c8b517cf5afc	not-obscene	Ei oo kyl löytynyt montaakaan ostettavaa asiaa.. eipä tuu kyl juuri enää käytyäkään.
s24:4d2987dddcd46001aabac0fd1b8f975f	not-obscene	Roskaa eli pakkoruotsia HOMOJEN HOMMOO VERORAHOJEN SURMAA
s24:58ceaa5d1f0327031964d19de8d504b3	obscene	Ennemmin haen sahapukin liiteristä ja hinkkaan itseäni sitä vasten kuin maksan jostain vastenmielisen kurpan jyystämisestä
s24:7837d1d3609b76457b8acb778e7f946c	obscene	Tänä vielä: suksi vittuun ja joudu kadotukseen! Sinne pääset ilman minunkin sadatuksia. Toivottavasti hukut pahuuteesi. Pikku paska.
s24:321df2c7e83492fc6a16bd9b29b4071f	obscene	Oikeessa oot, ei sormenpäässä, vaan kyrvänpäässä.. Se että olin vähänaikaa pois, niin anteeks, lupaan olla aktiivisempi. AP:N juttu, että akat vertailee jotain kaljabaarin deekuja, ei vaikuta oikein hyvältä...millaisia "dooriksia" nää mahtaakaan olla??!!
s24:e3c59adee3ca6debbe6e3219c0c86ca6	obscene	Laturikaupassa oli jokin läskiperse äijä jolla mukanaan pari kissaa. Hottisainesta. Kuin siitä telkkarisarjasta.  Kille
s24:150aef0d7586d7b1254575739ed82370	not-obscene	Haha LancerKäyttäjän viestit22.7.2009 01:09 "Täällä taas leiutaan kuinka 125cc kulkee 200km/h 250cc pytyllä. Voiko tästä tyhmempää ihmistä olla?" Ei oo pahemmin kyllä tullu vähään aikaan revettyäx)
s24:0116ad487e399deb370ca1c6b482f5dd	not-obscene	Mikkeliläiset ovat naurettavia provoilijoita. SaPko ei tee yhtään mitään yhteistyötä jukurttinaamojen kanssa.  Etelä-Savon maakuntakin on kuollut kirjain.
s24:820a698b714fe19265ae3bc679fd4fb3	obscene	Ne ovat nämä etäisien nyxät sellaisia päteviä ja aktiivisia tapaamisasioissa, ainakin aluksi. Ei se isi todellisuudessa ole ollut kovin halukas tapaamisiin, mutta kamalasta exästä valittamalla saa säälipillua.
s24:5ecf34568f250810dfa95df7b84d359e	not-obscene	Lapset leikkii  Jotkut idiootit ajelee harmaalla farmari mersulla josta ikkunat tummennettu ja käyvät ampumassa ilotulitteita. Ainakin länsirannalla ovat leikkineet. Pitäs vanhempien soittaa lapset kotiin leikkiin.
s24:e55e8c3ddc9e2188226a2a5faab73c5a	not-obscene	Raha-automaattiyhdistys maksaa isot tukiaiset erilaisille islamisti- ja somalijärjestöille.  Onnitteluni, olet idiootti. Lyö ittees vasaralla päähän niin monta kertaa kuin pystyt.
s24:301cbccaef883649769c84cf6c1a27ac	obscene	Sossujen koulutuksen  Puheenjohtaja yo, usko karvaperse rivijäsen kiertokoulu.Ei toimi tällä vuosituhannella...:)
s24:7a0b97bde361f850b0c5e0ee6cc98699	obscene	Mihin ihmeeseen sinä pyrit kyselemällä tyhjänpäiväisyyksiä, jonka vastaukset nyt jo tietää etukäteen.  Käytännössä suurin este on riippuvuus jonkun pillun saannista, joka ei niin vaan muutakaan mukana. Tosin tätä riippuvuutta ei niin kovin usein suoraan mainosteta.
s24:567d86100df34fa56f558b852f10fcd8	not-obscene	Pakettikonetta, vaan olen rakentanut koneet Windows 95 lähtien tarpeisiin sopivaksi, joten ei ole kokemusta "valmispakkauksista" ja kaikki ukkunat olen käynyt läpi, jopa nytkin on vielä tämän koneen toisella kiintolevyllä Windows 2003 serveri, mutta kyllä "hyppäsin" Vistan yli Windows seiskaan ja nyt koitan tätä Fedora 13 ja ensi tuntuma on OK !
s24:52d757bbf60588d4055837b479ee7ef8	obscene	tuoda lahjaksi..vain omaan käyttöön ei edes aviopuolisolle jos pilkulla nussitaan.Samoin jos haet viinaa siihen malliin virosta ja sanot jotta omaan käyttöön ilmoittaa tulli poliisille onko syytä tarkistaa kyseisen henkilön kelpoisuus kuljettaa ajoneuvoa jos juo kerran älyttömästi.
s24:ecb7d9d0b9288d8a82dc12443ee960fe	obscene	Mitä pitäisi tehdä???  Naiseni on täydellinen, hän näyttää aivan upealta, blondi ja 25 vuotias... sekikäs vartalo ja sopisi vaikka malliksi, ongelma on siinä että penikseni on kokoajan ihan jäykkänä kun katselen häntä, tai edes ajattelen kun olen esim. töissä... en ole vielä kertonut hänelle tästä.. tuskin hän on vielä edes huomannut mitään, kaikista hankalinta on yrittää nukkua kun penis on kokoaika seisokkina :( mitä olette muuten ihmiset mieltä kannattaako seksiä harrastaa silloin kun lapset nukkuvat samassa huoneessa, lapsi on 4 vuotias.. =)
s24:db61b270fe2e811ddac4b365430873bc	not-obscene	osta poju lada siinä sulle 4-pyörää
s24:ad1787e58fad17cfc268d89ab83771e6	obscene	Pena perkele. Tule tänne, täällä Pirkko. Älä mee ton Lissun luo, ei se mitään taida. Odotetaan yhdessä kesää ja pannaan pökköä pesään.
s24:83f0b57151ad12a48bdec37715c4b8a5	obscene	Mitä teen...  Mulla on 15 v lämppäri tamma. se ootta nyt varsaa. sen taka polvet on ihan paskana ja sitä ei siis voi enää liikuttaa. Mitä mun pitäs tehä? laitanko sen teuraaksi vai annanko vanheta täällä. sillä ei oo kipuja, mut jotkut vaan on sanonu, et heppojen taivaasee. ite rakastan sitä mielettömästi, enkä haluis. voiko heppa olla onnellinen ilman työtä varsansa kanssa?
s24:df1571732757137f16da92195478e1cc	obscene	Tulee hemmetti mieleen aivan selvästi Tuhkimon kaksi ilkeää sisarpuolta!!! Sellaista elämää Tunkki haluaisi aivan selvästi viestistä päätellen pikkusiskolleen. Että tämä jynssäisi Jollashovin koiranpaskaisia lattioita, pesisi näiden hikisiä rääsyjä ja tiskaisi asioita.
s24:681c5a3eb601e3b7efe55f68e62d1c6b	obscene	Kovana mutta ei runkkaamista  Katsooko kuin moni pornoa yms sellaista joka kiihottaa ja pitää munan esillä mutta ei runkkaa? Välillä teen itse niin tai korkeintaan vedän esarin vaan alas..
s24:4af56de7d86fd20c5516d2e80f798936	not-obscene	Kiitti kommeistanne ja vinkeista jne. I know oon tyhmä ja ääliö ku poltan ku oon vasta 11v mut en oo koukussa ( onneks :P ) enkä aio enää ikinä polttaa vaikka tekiskin mieli. Muute joku kysy et oonko tyttö ja kyllä oon tyttö.
s24:43d5804c68772b6aeaa0d0c0d7b34fb3	not-obscene	VASEMMISTOLAISET ,MUSLIMIEN JUOKSUPOIKIA !!!!  VIHER-VASEMMISTOLAISET ajavat tietämättään tai tyhmyyttään MUSLIMIEN JA ISLAMIN asiaa ja laajenemista !!!! Muslimit nauraa miten saavat höynäytettyä näitä into "SUVAITSEVAISIA" .
s24:9d070d3ad703bba79e2f05eb8af0fd41	obscene	Vaikka voidaan laskea, että tuloeliitin autoiluun käyttämä raha on PROSENTTEINA vain niin ja niin vähän, verrattuna siihen prosettiin, jonka köyhä autoilija käyttää samaan tarkoitukseen, niin EUROINA ero on tietysti mahtavan suuri. Jos "köyhä" maksaa uuden autonsa veroja esim. 10.000 euroa tai allekin, niin varmaan menee eliitiltä ainakin 4-50.000 euroa ökyautoosa, ja sitten tarvitaan tietysti vielä se kakkosauto. Eikä näillä auta ajaa kovin montaa vuotta, jolloin eikun taas vaan autokauppaan.  PERKULE! Ei tällainen ole sopivaa. Korkea aika siirtää tämä lysti köyhien maksettavaksi!
s24:5bd281cc69877fcbb2893920a20ad253	not-obscene	mullekin mummo valitti mutta löin turpaan
s24:a0210fd64252acc7acf23df3e77c46b2	obscene	joo no mulla on koti ainakin ihan mallillaan ja koirat ei pasko sisälle, ja mun koti haisee ruusuilta =))
s24:ddc900f3a070e32efa00191849985fa4	obscene	Autoliike hinnoittelee pösön hyvityshinnan päälle normikatteen ja turboremonttivarauksen. Tosin pösöt menevät yleensä jobbareille, jotka ovat tottuneempia kusettamaan asiakasta.
s24:6bc2cbd807ad75f3e2313632ca90781f	not-obscene	Kiusaako ja ahdisteleeko RASSUkytät TAAS mun mutsia ja systäriä ??
s24:a045f3c9539278925843c6c6bdf6b60e	obscene	Meinaatko sä ettei meillä ittellä oo raamattua ollenkaa, teukkapersepetteri pakana??
s24:954c291d8da98fa3095b585c10284ead	not-obscene	Nyyh... viimeiset niitit, kompastelut,  idioottimaisuudet, hiippariripelot, jatkuvat siivoamiset...  Byäääääh, kun on surkeaa...  Ja mä vaan ikävöin...
s24:fc06baf84e200c5baefd830fc4047c2f	not-obscene	mineriittilevyn purku  Tarkoitus poistaa 1 1/2 kerroksisesta ok-talosta mineriittilevyt. Antaisitteko tietoa mineriittilevyjen poistosta mitä firmoja olette käyttäny? ja talojen neliömäärää? vai miten hinta määräytyy? Levyjen pois kuljetus? Hinta? Purkutyön kesto? Kiitos kaikille asiallisen viestin laittaneille.
s24:75d3b49f2ba822b293180ebc9e97a1d5	not-obscene	En usko että kukaan asiaa puolusta on hakkaamassa PUITA, vaan risukkoa ! vesakkoa ! täysin joutavaa pajupensaikkoa !!! älä kommentoi, jos et ymmärrä mitä asialla tarkoitetaan. JUNTTI !
s24:6773284f91de68dc1583aa23cfab61d7	obscene	Hän oin kuin Odin, jolla syntyy ääniä persäsuolessa kaverin pannessa häntä.
s24:aaea2e51a3753f555b92028594b91fd5	obscene	Nyt Tepi on hyvin vihainen et sillei hei!  Teppo sai osakseen sellaista ryöpytystä, että stadin kirpputorien kruunaamaton kingi ei unohda sitä koskaan et sillei hei! Tepi loukkaantui hyvin raskaasti ja se laukaisi Tepon menkat etuajassa et sillei hei. Teppo käyttää suurinta kokoa Tampax tampoonia joka on kostutettu puolukkahillossa ja sitten työnnetty Tepin rakkaaseen peräreikään et sillei hei!  Luultavasti Tepi joutuu vaihtamaan sukkahousunsa pariin kertaan tulevana yönä mikäli NHL-pelitkin kusevat et sillei hei! Tepi veti isolla Columbusta unohtamatta Edmontoniakaan et sillei hei! Ja huom! Jatkoaikakin on mahdollinen hei.  Ja kai huomasitte että Tepikin on aika hei hei, et sillei hei!
s24:e26af16e7205292d75d284c87400482d	obscene	Luin juuri uutisen IStä ja JÄRKYTYIN! Mitä helv*ett*ä!?!?!? Nokia hyysää saksalaisia haisevia makkaransyöjiä! Miksi nokia on vastuussa saksalaisten työllistämisestä?? Eikö yritys saa vapaasti liikkua ja kehittyä niin kuin markkinoiden tilanne vaatii, miksi juuri saksassa pitäisi pysyä?? 200milj. lisäksi vuoden mittainen uudelleensijoittamisoperaatio maksa €€€€€€€!!  Veikkaan että näin kävi vain siksi että saksa on EUn tärkeimpiä maita... Mutta ei silti ymmärrä miksi Nokian täytyy maksaa?? Voisiko joku selittää?
s24:a9b6b8b9e38835f3f2621b17a5bb80a0	obscene	Elokuva halosesta tehtiin verovaroilla ?  Halonen käyttäytyi kuten muutkin kommunistijohtajat.  Paskasakkia.
