ID	label	text
s24:a375bdf793300fa281233f2e0bc86be3	insult	Jos ulosmenet, hinttiäänestäjä!
s24:31ae24b7848dfa377a1ef4ebcb10bde6	not-insult	sä sitten laitat tollasia keskustelun aloituksia? Mitä V***n väliä on jos joskus v. --- joku oliskin painan vaikka 600kg.
s24:f17c68a9fc8dbbcd5189fb0d883cf4c5	insult	Mihin helvettiin eduskunta tarvitsee urheilukerhoa jolla on tuollaisia rahasummia. "kavallettu jopa 100 000e" Syvänmeresukellusta tai Formuloitako ne siellä harrastaa? Eikö niilä ole varaa omia harrastuksiaankaan maksaa ? Ei sattana mitä loisia! Ja näitä harrastekerhojahan on siellä paljon muitakin....
s24:9ccce5613a5354dac71bdf250f10cf32	not-insult	juu no ne on iha päi V****A.jotku sivut on hyvii ootko sä löytäny mitää hyvää sivua???
s24:1899c2688f75cdda7f7ce575cd09afaf	insult	Mistähän voisi saada lisää matuja, jotta saataisiin kerralla Suomesta islamilainen paratiisi? On meinaan senverran hienoja uusia monikulttuurisia tapoja jo nyt tänne tulleilla. Kyllä me nyt rikastutaan kuten A STUBB tiesi jo etukäteen. Hirveän viisas mies tuo alex.
s24:c0769a6e43a6ff1e70bcadf6efa93002	not-insult	Lykkyä tykö ja kaikkea hyvää teille!
s24:c0d33920eff4b1b0dffc74385d98790c	insult	tummeli sopii varsin hyvin tuona elämänsä vähän yli kakskytvuotiana naulanneiden idioottien tunnukseksi.  Vetäkää pojat käteenne.
s24:f5310f2ca790bb92f23d0d7a88c3ddf7	not-insult	Muuttaisit Iraniin, koska siellä ei ole ainuttakaan homoa.
s24:92bb542a6d38f0068cb3e1a16a32906b	insult	Urpilaisen metsärosvot  Urpilainen viittasi demarijohdon olevan metsärosvoja (Robin Hood & co). Niinhän ne melkein onkin. Oppositiota voi verrata metsään jossa nämä metsärosvot piileskelivät. Tekivät sieltä iskuja järjestäytynyttä yhteiskuntaa vastaan samalla tavoin kuin demarijohto nyt heittelee ruikutuksiaan oppositiosta. Mitään järkeä ei ruikutuksessa tarvi olla niin kuin ei yleensäkään kun demari on esittäjänä. Demarilla vaatimustason pitää aina olla matalampi niin kuin virkoihin ja suojatyöpaikkoihinkin. Nehän vois muuten jäädä työttömäksi tai ilman koulutuspaikkaa.  Pitäisi vain muistaa Urpilaisen ensin ottaa asioista selvää, ennen kuin vertaa itseänsä metsärosvoihin. Robin Hood ja muut metsärosvot kyllä varastivat rikkailta, mutta eivät he köyhillekään sitä jakaneet. Lainasivat pirunmoista korkoa vastaan niin kuin koronkiskurit yleensäkin.  Mutta hei. Sehän sopii hyvin kuvaan sillä demarithan polkee pienituloisia, köyhiä ja työttömiä jalkoihinsa niin kuin ei mitään. Mutta ei haittaa. Joku tyhmä näistäkin voi taas ensi vaaleissa erehtyä antamaan äänensä tälle rosvoporukalle.
s24:17eb74a2a1c29be79afae81e9ebfd570	insult	Höpön Höpön! Karvattomuus on tullut PORNOSTA ja mitä enemmän meuhkaat karvattomien virheellisestä nudismista, sitä enemmän se liitetään pornoon.  Jos kerran et halua jankuttaa, niin painu sitten suolle siitä jankuttamasta.  Nudismi on alastomuuden harrastamista ja sillä selvä.  Vedä sinä Ripa Kääjä känättäjä -ismi linkkeineen päähäsi ja tukehdu siihen.  Ei tuommoista jankkaajaa voi olla olemassakaan ?  Vai voiko????
s24:44cfd65662989cb42f38072131bd0d60	not-insult	Palstan naisten seksihepenet  Minkälaisia seksihepeneitä palstan naisilta löytyy? Onko komeron perällä odottamassa sitä unelmien urosta jos jonkinlaista hepenettä vai mennäänkö mummokalsarilinjalla?
s24:a5086ae2b3ec5d9cc0c981ebd41cf06b	insult	Nuoreen naiseen en koske!  Olen 28-vuotias mies, jolla on myös kavereita, jotka ovat seuraavaa mieltä: Alle 25-vuotiaisiin naisiin ei kosketa!! Ovat ällöttävän ylimielisiä! Ennemmin vaikka 40-vuotiaaseen!!
s24:934f4e39e82080a86b4836bc1b23b3d5	insult	siinä on oikein vellihousu kun ei uskalla muuta kun asianajajan välityksellä lähetellä tiedotteita! muuttais vaikka siperiaan!(sori vaan velivenäläiset)
s24:5ff05d5f0cc0dec542258d8ca300398a	not-insult	Minullakin on pari Ladaa palanut kun bensaa on lentänyt kuumalle moottorille. Ei kunnon autoissa ole tällaisia ongelmia.
s24:de832b3a836f9689a6ea46986ec0e6bb	insult	Suomettumisen rähmällään olevat lierot ovat Häkämiehen moittijoita. Jos Venäjää ei kohdella asiallisesti, se on niskan päällä. Venäläiset ovat orjakansaa, joka alistuu vain kovaa vasten. Muuten ne pahoinpitelevät tasa-arviset ihmiset. Venäjän kanssa vain rauta ja tiukkuus toimivat. Hyvä Viro!
s24:239198074ed1e3a24e47eed0984421cf	not-insult	North Side Kings veti Glenn Danzigia turpaan, OIKEIN!  STAY HARDCORE
s24:1e4e6479a39e59fe361121ca0fe6271d	insult	silleki horolle ihan sama vaikkka kättelis ovenkahvoja joutessaan.
s24:c844589766881ef3498322d2c8c0b07b	insult	Ja edelleenkään MINÄ EN TROLLAA! Pakkotoisto-keskustelufoorumit ei ole mitään oikeita todisteita. Ja miten muka Suomi olisi sekaantunut Venäjän vaaleihin? Kerroppa se meille "tietämättömille"! Taidatte te putinin perskärpäset vaan saada kiksejä tosta p*skanjauhamisesta!
s24:a00f07a6024799647f60874649fc254b	not-insult	systeemi vois imee mua...  kukaan muuu oo imeny tai mitään pitkään aikaan!
s24:5ca9d65c7de70f0a4f58f7319f4583db	not-insult	noin paskassa tilanteessa että alkavat kiristämään ja valehtelemaan että on kieltäydytty. Työkkärihän on meitä jo kiristänyt kauan mutta että oikein ns "työnantajatkin",voi helvetin perkele en muuta taida sanoa.
s24:d5712a7136c48b2f9f301dea737bfedd	not-insult	oli hyvä olla, mut ehdotan. Tylsät töpeksijät& Tekokeho...
s24:823b98fc9adc6ee53d9cda56cfbc411a	not-insult	Reunalla elävä, pilke silmäkulmassa, semper fi, sekä rock-henkinen tatuoitu kovaa mölisevä takaajörnijä on se Suomen halutuin sinkkumies tyyppi joka jännästi iskee kaksi tatuoitua muijaa baarista ja käy panemassa kolmatta raflan vessassa.  Sitten sellainen mies seuraavana aamuna paskantaa naisen vessan lattialle, polttaa tupakkaa sisällä ja syö naisen Cesar-salaatinkin, sitten pummaa naiselta bussirahan ja vielä sanoo huonoksi panoksi eikä edes halua naisen puhelinnumeroa.
s24:4e4c7cff57e62a76fcc37d8819bd4832	not-insult	Fleshlight toimii siihen seksin tarpeeseen ihan yhtä hyvin kuin naisenkin pillu. Kun pussit ovat tyhjät et kaipaa enää seksiä päivään taikka kahteen imo!
s24:64fafbaf8ae20b45f7eb4c8f632c8a6e	insult	Älä höpise, kateellinen kepulisti! Puoluetuki ei ole persujen keksintö, vaan kepun, demostranttien ja muiden vanhojen puolueiden tapa nyysiä verorahaa itselleen. Nuppiluvun mukaan tukea maksetaan, eli kokkarit saa eniten ja demarit seuraavaksi, ettei totuus unohtuisi. Lisää tulee kokkareille talousmahdeilta ja demareille ay-liikkeeltä, jos sopii kertoa!
s24:f3b087fbb982b13d29db510ce8885eff	not-insult	penkin?100 kilsaa ku ajaa on perse tunnoton...
s24:c265744aeb91e2f3a9e8cfbe1015ce01	insult	Sinut, pahainen silakka, on syytä nähdä pelkkänä turhakkeena, jonka leipätyötä on levittää paskapuheita nettiin. Onko Halla-ahon scriptassa jotain oikeasti ongelmallisia asioita, vai pelkästään vihervasemmiston sokeroimaa paskaa, jotta saadaan tekaistua aihe vittuilla? Teennäistä sijaismielensäpahoittamista. En ole koskaan nähnyt tekopyhempää porukkaa kuin vihervasemmistomukasuvaitsevaiset.
s24:a14322c98ef2718540243d7051fa5021	not-insult	no ite meen ainaki suihkun alle ja annan veden valuu pilluun ja hieron samalla klittaa.. tulee nopeesti ja taju meinaa lähtee ku vesi tulee tarpeeks voimalla
s24:3702be41e00090489a3b3e9a633c33e7	not-insult	Käytän nekin rahat mieluummin johonkin muuhun. Olen mieluummin vaikka koirani kanssa kun kattelen kännisiä ihmisiä. Talvella matka on myös este, lähin bussipysäkki puolen kilometrin päässä enkä halua yöllä yksin kävellä edes sieltä kotia. Mieluummin nukun yöni hyvin:).
s24:9f108192da2a2a204d608b7c6c40c11b	insult	Niin. Valitettavasti ovat kyllä oikeassa kun suurin osa miehistä kuolaa niiden perseitä. Nykyään nuorilla naisilla on niin happaman ylimielinen ilme naamalla 24/7, että vituttaa jo sekin.  Kyllä naiset näköjään osaa muutakin kuin jakaa itseään. Nimittäin vituttaa.
s24:9efd93e35191688246c08773e9dffcf1	not-insult	Mitä täs nyt itee oon seuraillut niin sulla on kussut lähes kaikki rivit... :P
s24:fb09f3474dad25f60f6b6204d546c280	insult	On akka (räsäskä alias räkäskä) onnistunut pääsemään idiotismin eturintamaan.
s24:c0be56f1488c62e95e63d88857fb6619	not-insult	...mukavaa?  Tietty 2 henkilöä / 2 mopoa vielä hauskempaa.
s24:32ec77521eb33d74504a667f4390cc06	insult	Et ole teiniäiti "onnellinenehkääippä", joten miksi provoilet kyseisellä palstalla?  Olen sentään äiti ja minulla on lapsia useampikin, joten minulla lienee enemmän annettavaa kyseisellä palstalla kuin sinulla, "onnellisella".  En ole katkera nuorille äideille, vaan säälin heitä. Kun näen jonkun kaltaisesi provoilevan pissiksen, minua alkaa suorastaan oksettaa. Antaisit edes lapsillesi mahdollisuuden parempaan elämään, vaikka itselläsi resurssit ovatkin tällä hetkellä riittämättömät, koska järki tyystin puuttuu.
s24:47d84a58cf904f44cee2ed356e257e34	not-insult	nämä jutut, niin kerroppa tyhmälle, miten sinne kuubaaan myydään?
s24:d1ad6378c90b662129380fb6ecbe7e96	not-insult	LORDI ON HYVÄ, JUURI SEN TAKIA KUN SE ON ERILLAINEN.NE EI AINAKAAN YRITÄ PURRA MILLÄÄN ALASTOMILLA NAISILLA, JOTKA HEILUTTAVAT PERSETTÄ KU VIIMEISTÄ PÄIVÄÄ! SANAT OVAT BIISEISSÄ HYVÄT JA EHKÄ SINUNKIN PITÄISI KUUNNELLA KAIKKI NIITTEN BIISIT!
s24:32d5c65deec22d2696ff7a8b330cbfcc	not-insult	Väitätkö että työn antajat palkaavat mieluummin yksinhuoltajia, kuin nuoria miehiä. Se hän olisi tyhmää, ei vain tyhmää vaan mielenvikaista. Näin ei voi olla asia sillä jos henkilö voi palkata jonkun ihmisen, hänellä täytyy olla järkeä koska on kerännyt itselleen niin paljon resurseja että voi palkata ihmisen. Eli varmaan käyttää järkeä myös palkaamiseen eli kyllä siinä on valitettavampi tilanne yksinhuoltajalle
s24:ed2479afd0cb3af20809471e5b3212f8	not-insult	Pengo pyykkikorista äitisi tai siskosi pikkuhousut ja nuuhkaise.
s24:e82137b01d2923bded6ca3cf6a24bf6b	not-insult	Itse asiassa nyt kun muistelen niin olinhan minä siellä ja kauheata oli! Veti sitä iänikuista Anniinaansa niin typerällä tavalla että meinasi tämmöisen wanhan transunkin pöksyihin valahtaa sitä itteänsä.
s24:150db7c113165c58a79b0178f15d2975	not-insult	Ei se jätkä muuten ollu ärsyttävä mutta se naaman tunkeminen uhoamistyyliin kiinni kameraan, ihme riekkumista, joku känninen olis jo vetässy turpiin moisesta.  Mutta nuoruus ei ole sairaus, se kyllä paranee ajan kanssa.
s24:a14926550ed4e17d37025a9b21b16188	not-insult	"tyhmät käyttäjät käyttävät windowsia oletuksen adminina"  Tuo pitää edelleen paikkansa. Windowsissa käyttäjä on toimii koko ajan järjestelmänvalvojan oikeuksilla.  Ubuntussa ja Macissa sen sijaan root-oikeuksien käyttöön tarvitaan salasana, vaikka käyttäjä kuuluisikin admin-ryhmään.
s24:aaa47b13c75038ddde19a66b13d5e662	not-insult	En minäkään siinä tilanteessa lyönyt, kyykytin verbaalisesti enkä antanut periksi öykkärille, se kai sai näkemään minut kovempana jätkänä vaikkei mennyt edes painiksi ja huom, minä en ole väkivaltainen ihminen mutten myöskään ala ryömimään semmoisten edessä. Jos ajatellaan tilannetta jossa mies kulkee naisen kanssa ja siihen tulee öykkäri niin suurin osa suomalaisista naisista halveksisi sitä miestään jos se pakenee öykkäriä, semmoisia ne naiset on.
s24:616d083b713a5fbb9d43162021b34cb2	not-insult	Ärsyttääkö sua todella, jos jollakin on lävistys niskassa. Mahtaa olla vaikea elämä.
s24:73a03ed4468337f922e4e161bd4e5729	not-insult	siis mä ja muut juodaaj siiderii jam kirjotelllan etkä kyllä oo lihava. Suukkoja sulle, ihana kundi! t. Mira, purkkapallot ja muut likat
s24:b5be370d5158245cf3dda90808df84f5	insult	Uskomattomia urpoja syöttämässä pajunköyttä ummistelijoille. Ja jotkut vielä kiihkona puolustavat tällaista v.2008 ??
s24:526a3113ace2d79ded231f66eb8c9ac2	insult	Minkälaisen luuserin kakkoseksi olet päätynyt? Mies viettää vaimon pakottamana joulua perheensä kanssa ja ajattelee sinua? Etkö parempaa miestä löydä? Jos mies ei halua viettää joulua perheensä kanssa, eikö hänen ihan itse aikuisena ihmisenä pitäisi hoitaa asiat siten, että saisi viettää nautinnollisen ja haluamansa joulun. Ja toivottavasti et vastaa, ettet häntä omaksesi edes halua. En nimittäin sitä edes tarkoita. Miehen - ja naisten - pitäisi tehdä omat ratkaisunsa eikä roikkua löysässä hirressä, kun eivät parempaankaan pysty.  Jos olet miesystävällesi Ihminen, pyydä häntä tekemään elämässään ratkaisut siltä pohjalta, että kerranhan täällä vain eletään. Jos mies kökkii eukkonsa vahdittavana vaikkapa lapsilla kiristäminen takia, jätä mokoma luuseri. Sellaisesta miehestä ei voi olla pitemmän päälle kuin harmia.
s24:3baff19d0194e8a9795244a823016083	insult	Näitä kyllä riittää. Olet taas näitä joita tietyissä olosuhteissa rasisteiksikin kutsutaan? Mikä tässä herättää noin suuria tunteita? Onko sulla asiat niin huonosti että keskustelupalsta on päivän pelastus sen suhteen että voi päästä pätemään edes jossain? Ensivaikutelma susta on, että olet täysi --->luuseri
s24:1cc47200a2ec89e335345c5d708344c3	not-insult	Nuorten miesten elämä kuntoon!  Työtä, toimeentuloa, varmuutta tulevaisuuteen. Muut ei tätä asiaa aja ennenkui tulee egyptin malli mieleen . Pitäkää SUOMIMIEHESTÄ huoli. Siitä perusjätkän toimeentulosta, tulevaisuudesta, terveydestä. Valakiakätiset kiiltokenkäise neitipojat viisveisaa meidän omista miehistä. Paitsi, jos sota, niin silloin olisi kysyntää rahamiesten puolustajille. Muuten ei.
s24:ad023f694feee6dff254c64557c9d034	not-insult	Toivottavasti pian, haluan päästä ansiosidonnaiselle niin sitten olisi lomaa ja voisi istua päivät kaljalla vittuilemassa työssäkäyville. Mahtaa sikaniskaa vituttaa kun meikä viettää laatuaikaa ja euro tulee tulee tilille.
s24:1e531e2e45c9e07b892b74f40c4eb060	insult	"Miksi raiskaatte"  Sä taidat olla hullu? Muakin herjasit samalla tavalla, kun esitin mielipiteeni, että uhrin henkilöllisyyttä pitäisi suojella. Nyt kysyt 15-vuotiaalta, että miksi raiskaatte ja väität ettei hän "selvästikään" arvosta lapsen oikeutta seksuaaliseen koskemattomuuteen. Taidat oikeasti olla hullu. Kaltereihin sut pitäis laittaa törkeistä viattomien ihmisten kunnianloukkauksesta. Ja nyt taidan mielestäsi olla vl ja pedo, kun kehtaan näin puhua, enkä tietenkään arvosta lapsen seksuaalista koskemattomuutta. Olet hullu!!
s24:bbc64992353a4b6924e7f4c6b6a38e73	insult	jutuistasi ja sensuroinneistasi päätellen voi kuvitella ihan helposti.  Valehtelija olet ja valheellisen propagandan levittäjä. Isänmaan vihollinen.
s24:1111ac4c18481aedf3f2214206e86393	insult	kuulemani mukaan, puhutaan lähinä koulu/työ/mies-asioista. Vanhat ämmät puhuu työstä, nuoremmat keskitty exiensä haukkumiseen ja koulujuttuihin.
s24:808fd701a311cb002f1e6acff2772337	insult	keitä anarkistit oikein luulevat olevansa?  Tälläkin palstalla rellestävät punikki-loiset yrittävät kantaa ylpeänä titteliä anarkisti. Mielestäni kyseiset punaloiset eivät ole anarkisteja nähneetkään. Jos on anarkisti, asettautuu koko nykyisen järjestelmän ulkopuolelle eikä toimi sen keskuudessa millään muotoa. Nykyiset "anarkistit" haisevat kotonaan paskalta ja nostavat työmarkkinatukea ja sossurahoja yrittäen samalla esittää kovaakin kapinoitsijaa. Ei ne muutamat punkkikeikat teistä anarkisteja tee, eikä huumeiden veto tai kaljan jatkuva kiskominen. Todellisuudessa olette yhteiskunnasta riippuvaisia orjia jotka kuuluvat sen alimpaan kastiin. Tekstistä pääosa sopii myös muihin palstan aktiivikirjoittajille, oli anarkomarko tai ei!
s24:a131d0c1cf08d9a5934b030965fec64b	insult	http://mvlehti.net/2/REDACTED/ta-kahvilla/  Ja taas on priorisointi niin kohdillaan, no en minäkään viitsisi idiootteja ruokkia.
s24:453018b90039455b61254dc92f85ef2c	not-insult	No siis jos et ole liikuntaa harrastanut vähään aikaan, on tuo treeniohjelma todella vaativa ja hyvin helposti unohdat sen parin viikon pakottamisen jälkeen. Lisäksi noin suurella liikuntamäärällä ja noin vähällä syömisellä olet hyvin pian todella väsynyt ja aliravittu, et tule jaksamaan ja voi olla että sohva houkuttaa pian enemmän kuin treenit. Lisäksi jos aloitat liikunnan liian rankalla ohjelmalla, ei kroppasikaan siitä tykkää. Vastaan panee siis mieli, väsymys ja oma kehosi. Kuulostaako se mielestäsi hyvältä yhtälöltä?  Liikunnan aloittaminen kannattaa tehdä maltillisesti, suurin vaikutus on joka tapauksessa ruokavaliollasi. Kolme treenikertaa viikossa on todella hyvä suoritus alkuun, kannattaa aloittaa siitä. Pidä liikuntapäivä vaikka maanantaisin, keskiviikkoisin ja perjantaisin kuukauden ajan. Näin et jätä liikuntaa välistä minkään tekosyyn varjolla, liikkumisesta tulee tapa etkä aloita liian rankasti. Kehosi tottuu liikkumiseen hiljalleen ja voit myöhemmin lisätä treenien määrää. Kuitenkin olet varannut laihtumiseesi pari vuotta aikaa, joten sinulla ei ole mikään kiire polttaa kynttilää molemmista päistä loppuun. Suosittelisin vierailemaan salillasi ja juttelemaan liikunnanohjaajan kanssa, hän osaa suositella sinulle hyvää aloitustreeniohjelmaa.  Harvemmin kukaan kuitenkaan laihtuu pelkällä liikunnalla, joten oikeanlainen ravinto on tärkeää. Myös tarpeeksi ruokaa pitää syödä. Kannattaa syödä mahdollisimman puhdasta, itsetehtyä ruokaa, ja suosia kasviksia. 180 senttiselle kaverille ei 1500 kilokaloria tule riittämään mihinkään, varsinkin jos haluat lihaksiakin kasvattaa. Mitä jos pitäisit ruokapäiväkirjaa nykyisistä syömisistäsi, ja laskisit tarkkaan nyt saamasi energiamäärän? Ruokavaliomuutos kannattaa myös aloittaa hitaasti ja tehdä vedenjuonnista ja oikeista valinnoista tapa. Jos kaiken yrittää muuttaa kerralla, voi vastaan tulla ylitsepääsemätön henkinen seinä joka haluaa vain vanhat tavat takaisin.  Vain sinä itse päätät mitä sinä syöt, se on ainoa asia tässä maailmassa mitä pystyt oikeasti kontrolloimaan. Kehoa kannattaa kuunnella ja sitä kannattaa kohdella hyvin. Sinä olet itsesi paras ystävä, joten koita katsoa itseäsi ulkopuolisen näkökulmasta. Itselle ei kannata olla liian ankara, vaan kannustaa itseä ja iloita pienistä saavutuksista. Kun itseään alkaa arvostamaan ja kannustamaan ja näkemään ne hyvät puolet, kroppakin alkaa voida paremmin. Painonpudotus ei ole vain ulkoinen muutos, sinä tulet muuttumaan myös sisältä.  Toivon sinulle kaikkea hyvää ja onnea elämänmuutoksellesi.  Terveisin,  tuntematon internettuttavuus
s24:b4c63b90a86b3225ca2ffea848b666eb	not-insult	Pertun ratsastajapatsas guttaperkasta.
s24:3b468216f98c9d1261babca2e950eb67	not-insult	Tee kympistä palautus usb tikku tai polta dvd ja poista koko paska :)
s24:65f23f1f08d5d47f9812d3147dacb837	not-insult	on tää typerä koirahommakin mennyt monimutkaiseksi siis jollakin on tai mieluumin ei ole koiraa.Mun puolesta kaikki paitsi sokeitten koirat voi hyvinkin ampua.
s24:87fefd4e182594a62c66ddef9da71b81	not-insult	Hei kaikki härkänaiset. OTTAKAA IHMEESSÄ ITSELLENNE KALAMIES. KALAMIES ON HYVÄ RAKASTAJA, KULTAINEN ISÄ LAPSILLE,AHKERA TÖISSÄÄN JA TOIMISSAAN,HAUSKA SEURALAINEN,KILTTI SUOMUTON TYYPPI
s24:94fabf641cce3da1a0d93c1329fd831d	insult	Hän näyttää itkiessään yhtä vanhalta kuin Tarja Halonen tai joku muu vanheneva demarilesbo.
s24:ed50491b9b4269c51b8a5ea455513a4e	insult	Alasti vai linnanpuvussako ne pitäisi lukea. Tämä aihe kertoo teistä Lappeenrantalaisista kaikki. Olen aina sanonut että teidät pitäisi aidata, että saatais tyhmyys kiinni.
s24:8b05d4aacb6e5f6f2b2abca55e42042f	insult	Hys hys korkki kiinni ja tutimaan. Mitäs suvakki tähän?
s24:3c7b75155fdcd233f7f957533ffcc0ea	not-insult	No ei mustalainen ole rasistinen ilmaus, manne on!!!! Ja ei Martina sitä rasistisesti sanonut. Ja siinähän se aiemmin jutteli mustan miehen kanssa.
s24:6f089776093688b56c21cc146394dd95	not-insult	Tyhmä kys. salibandytytöille  Ois sellanen tyhmä kysymys että kun te pelaatte sählyä/salibandyä niin käytättekö te ritsikoita paitanne alla? mitä haittaa ja hyviä puolia jos ei käytä ja toisten päin? kertokaa kokemuksenne ole kiinostunut niistä kun aion aloittaa pelaamisen eli ilman vai ei rintsikoita?
s24:790439a5df284f9e9f2ffc3a81fb8842	not-insult	YLEN TV-TARJONTA ON PELKKÄÄ AIVOPESUA ! .  YLE PITÄÄ KATSOJIANSA NIIN YKSINKERTAISINA ETTÄ LÄHETTÄÄ JOKAPÄIVÄISTÄ JA YKSIPUOLISTA POLIITTISTA AIVOPESUANSA PÄIVÄSTÄ TOISEEN ! .
s24:e5ba85741eca68184ad29e062931f29c	not-insult	MUKAVAT IHMISET, YHET SUN TOISET MUKAAN LUETUT! LUKEMATTOMAT MUKAVAT! MITÄ KUULUU, KUIDAS LÄHEB?
s24:eaca093456a3eee33bd7a270b022377f	not-insult	Se on kyllä varmaa jo ettei hän joka sydämeni valloitti kaipaa minua..
s24:79d69416e32c33370c82249ec7de8b2a	insult	Se oli ihan tavallinen kysymys. Kuitenkin sain vastauksia joita en kysynyt. En ole rikkomassa kenenkään liittoa, eikä mies ole homo ninkuin te ymmärsitte vaikka se oli vain heitto, että mitäs jos en olekkaan nainen ja se mies on homo. Jos pitää jokaisen kysymyksen kohdalla perustella , että miksi kysyy niin huh.huh. Meillä käytiin vain keskustelua avioeron helppoudesta ja mietimme, että mitenköhän maissa joissa on Islaminusko.  En siis ole viettelijätär, en pariutumassa. Mutta olkoon koko juttu.... Saatanan Hullut.
s24:ecda334a5b0dbe6f1889752b04ba7e80	insult	Kyllä se on aika kummallista, että kun heti ensimmäisessä vastauksessa on linkki VEROHALLITUKSEN julkaisuun asiasta, eli niin viralliseen tietoon kuin yleensä on mahdollista saada, jossa oikea vastaus annetaan 100 % selkeästi, niin sinun pitää tulla vielä sotkemaan asiaa jonkun Taloustaidosta päin vittua muistamasi artikkelin pohjalta: "Voit hommata vaikka sata sijoitusasuntoa niin et menetä verovaputta."  "muista tarkistaa täältä lukemasi tiedot (huom. kaikkien tiedot)"  Pitääkö myös Verohallituksen antamat tiedot tarkistaa? Mistä? Verohallituksesta?  Jos tosiaan olet noin tyhmä niin ymmärrä edes olla hiljaa!
s24:11c8710cb1e61bb966a50f435c2c90a1	not-insult	Jos sulla on tosi pienet rinnat niin ei se mitenkään oo haitaksi kunhan vaan muistat kaupitella pillua käyttöön kaikille halukkaille pojille ja miehille, sillä miehet ei niinkään välitä rinnoista kunhan saavat pilluasi. Ainakin mä ja mun kamut ollaan samaa mieltä, siks me tykätäänki 6-10v tytöistä joilla ei oo tisuja tiellä.
s24:bc5c6d6fcd8963018938f99ede898e2b	not-insult	Niin minäkin. Säälittävää,, eiks jeh.
s24:0d5317b1f95d7f26a4a08638b30eeed6	not-insult	Kyllä se tuolla vuoden 1994 paikkeilla oli! ja jatketaan harjoituksia vittumaisesta ällöpidosta huolimatta !  Late Lapista. SSSS Ry!
s24:0ca7ad36da31689c13f78d3f373f7400	not-insult	Kyllä. Liian nössö tekemään aloitteita ja liian ruma jotta naiset tekisivät aloitteita.  t. ATM
