ID	text	majority	agreement	annotator1	annotator2	annotator3
s24:0aaadc77a5a1ad787009004f704ad425	Sattumapääministerimme on erittäin mamumyönteinen. Taitaa freudilaisessa aliminässä musta mies jumpsuttaa oikein otsa hiessä. Vastenmielistä.	identity_attack	0.6666666666666666	unsure	identity_attack	identity_attack
s24:16d56a60f5fe368d1d021cb1d16b45ef	Mie tykkään somaleist. Ne ovat samanlaisii, kyn myö romanit. Me ei tahota ressaantuu turhista ja työ on kyllä ihan turhaa jos sen tekee joku muu sinun puolesta. Sossu ja kela on sitä varten, että elämisen tarpeet nouvetaan sieltä.	identity_attack	0.3333333333333333	identity_attack	not-identity_attack	unsure
s24:4e60311385a3eeae485f0e76747a5641	Tupakoivat pedofiilit on ykkössijalla, kun valitaan uusia vl-puhujia.	not-identity_attack	0.6666666666666666	not-identity_attack	not-identity_attack	unsure
s24:2f57487e0d123be11294fe15101071df	..suomalaiset köyhät saivat sodanjälkeen ruokapaketteja usa:sta...pirullista porukkaa... muuten annoitteko new Yorleansin uhreille yhtään mitään?....	not-identity_attack	1.0	not-identity_attack	not-identity_attack	not-identity_attack
s24:a7a0f6253689fe47c5f46d23abc22d70	Media tekee roistoista sankareita  Hassan Zupier olikin tyypillinen maahanmuuttaja joita vasemmisto raahaa tänne vallankumousta tekemään.	identity_attack	0.6666666666666666	identity_attack	unsure	identity_attack
s24:2c36b70e586a459c35826f90711b18dc	Miksi ihmeessä homojen täytyy julistaa sitä, että on homo. Ja mitä se muille ylipäänsä kuuluu?	identity_attack	0.3333333333333333	identity_attack	not-identity_attack	unsure
s24:33ebc2999dcdade984bdf3c00683d25e	Eipä kuoltaisikaan. Katsos, jot et tiedä, heterot ne juuri synnyttävät jatkuvasti uusia homoja.	not-identity_attack	1.0	not-identity_attack	not-identity_attack	not-identity_attack
s24:d35fd6051bd4c67eb9eaabbf8409c345	Kuka pelkää mustaa miestä  Hei. Olen 50 vuotias mies. Tulin Suomeen 20 vuotta sitten. Haluaisin kirjoittaa suomalaisille naisille. Asun Etelä-Suomessa. Olen työssä ja harrastan musiikkia ja tanssia. Kirjoita :) Osoite on mali.ni((at))outlook.com.	not-identity_attack	0.6666666666666666	not-identity_attack	unsure	not-identity_attack
s24:2be0b3722cb5282d0bdd986c4d0e6e4e	Vieläkö näin ahdasmielisiä ihmisiä Suomessa asuu??? Ilmeisesti joillain on edelleen tarve provosoida joko tietämättömyyttään tai sitten silkkaa tyhmyyttään. Mitäs jos tehdään Suomesta parempi paikka ja potkitaan tällaiset puoliapinat rajojen ulkopuolelle?!!! Ehkä maailma opettaisi näille pikku-natseille jotain syvempää elämästä...	not-identity_attack	0.3333333333333333	not-identity_attack	unsure	identity_attack
s24:0778db5613352fa633741a402ed745fd	Nimenomaan!  Ja jos on mulkku poliisi, niin hän ei määräkään "tilapäistä ajokieltoa" vaan ajokielto määrätään vasta oikeudessa ja oiekudenkäyntiä poliisi koittaa tietenkin lykätä kaikin keinoin....  Et siis tiennyt että se "tilapäinen ajokielto" lasketaan mukaan kun määrtään oikeudessa se "lopullinen ajokielto"	not-identity_attack	1.0	not-identity_attack	not-identity_attack	not-identity_attack
s24:4660614127edadeb7461f2e7baa62263	Pummit hirteen!	not-identity_attack	0.6666666666666666	not-identity_attack	not-identity_attack	unsure
s24:5865956cb0bc81e7489ba1103644ea7b	Ote edeltä - burn outin l. stressiperäisen uupumuksen määrityksestä, on ihan kuten PS:n Lindström avoimesti kertoo omakohtaisestikin - syyt ja seuraamukset, eli eivät ole pelkästään nämä jotka sairaus tuo esille vaan on kokonaiskuva asiassa. >>> "Pitkään jatkunut ponnistelu sietokyvyn ylittävää kuormitusta vastaan alkaa vähitellen näkyä myös ruumiillisina oireina: sydän takoo levossakin kuin juoksulenkillä, rinnassa tuntuu muljahduksia, mahaan koskee, niskat ovat jumissa ja päässä tuntuu puristava panta. Kyse ei aina ole vain oireista, vaan tutkimukset ovat osoittaneet pitkäaikaisen stressin liittyvän lisääntyneeseen riskiin saada jokin elimellinen sairaus. >>>Sellainen on esimerkiksi valtimonkovettumatauti tai metabolinen oireyhtymä eli kohonnut verenpaine, keskivartalolihavuus ja diabetes."-//-....  JK. Mutta miten sitten kun henkilöllä on työtä liian vähän, tai ei ollenkaan - ja tuntemukset ovat samat kuin uupumuksessa "burn out" tai jo masennusvaiheessa - tai pahemmissa tapauksissa vieläkin vakavammat, - mutta asiaa hoidetaan "sanktiomalla" ja rankaisemalla työnhakijaa TE-keskusten kautta tai taloudellisissa vaikeuksissa ja toimeen tulonsa kanssa kamppailevia! Ja jos ihminen "pääsee" kuntien tk.n psykiatriselle klinikalle tai rohkenee mennä ja pyytää lähetteen, asiaa käsitelläänkin joissain tapauksissa hoidollisten toimenpiteiden sijaan henkilöön liittyen hänen työnhaun eli työllistymisen kautta eikä niin että nähtäisiin hoitavan tahon eli lääkärin tms. kanssa että työnhakua ei olla tekemässä enää tässä vaiheessa vaan haetaan apua pahaan oloon, psyykkisiin oireisiin ja ongelmiin !  Tässä kokemuspohjaa Helsingin terveysviraston psykiatrisen klinikan eli ent. "mielenterveystoimiston" toiminnan käytännöistä - ainakin yhden sellaisen toiminnasta vuosien takaa! (Em. asiantuntija lääkärinä erittäin lääke-orientoitunut ja lääkefirmojen konsultti Anne Hiltunen ja kollegansa kuten esimies nainen Kurkela jne.).	not-identity_attack	1.0	not-identity_attack	not-identity_attack	not-identity_attack
s24:4ffd60ca9b92f0e872a63f3cceaabcde	Onko jotain vialla kun turvapaikanhakija syyllistyy heti tulomaassaan raskaaseen rikokseen? Onko jotain vialla Suomessa kun viranomaiset ja matukiimaiset koittavat salata ja painaa villasella? Onko afgaani turvapaikan hakijoilla mielenvikaisuus yleistä kun ei osata olla lainkaan ihmisiksi? Onko päättäjillä aikomus luovuttaa Suomi muslimineekereille ja rättipääislamisteille?	identity_attack	1.0	identity_attack	identity_attack	identity_attack
s24:969eb078fa1b77f2d2406eee29979f2c	Kohta se PuheLoinen (ttu mikä nimi) ikävä kyllä viinan juomisen seurauksena alkaa todella lagaa ja sammaltaa haastatteluissaan , tämä esimerkki on vain ajan kysymys:  "hhöh, tota joo kato armeijan määrärahat öhhhö alkaa loppua ja me ei voida turvata niinku Suomee, ku massit o loppu. Pakko ostaa niinku amerikkalaista sikakallist matskuu tai ryssä tulee ja raiskaa meidän maan , ehhhehö .	unsure	0.6666666666666666	identity_attack	unsure	unsure
s24:dedf53d8f00199b5089adc59cc33eb64	Liivikängiläiset  Oksettavaa porukkaa, kuului mihin rikollisliivijengiin tahansa. Helvetin enkelit tykkäävät näköjään helvetistä, nimestäkin päätellen. Ovat sellainen riippa ja riesa tässä yhteiskunnassa, että kuri niille, ja tosi kova.	not-identity_attack	0.6666666666666666	not-identity_attack	not-identity_attack	identity_attack
s24:7c4d48832f97cb392bb3d87a6463c464	joo hyva yleistaaa tollasia juttuja turkkilaisista! mun aiti on ihan poliiisi laitoksella toissa ja eikohan ne oo muutki jotka niita raiskauksia tekkee ku pelkat turkkilaiset taalla jkl:ssa...??? eikohan sielta listoilta loydy muutama pahempikin tapaus ihan suomalaisen aikaann saannoksena! arsyttaa tollanen rasismi! ja turkki on ihan ok loma paikka ei siella tarvii pelata pitaa vaan olla jarkee paassa eika ihan kannissa.	not-identity_attack	1.0	not-identity_attack	not-identity_attack	not-identity_attack
s24:ff1b22de867dbb9e12eab5fc5385d2b7	Jääkiekko on homojen laji!	identity_attack	0.6666666666666666	identity_attack	not-identity_attack	identity_attack
s24:3597049b191b89177d309cb8b1149879	Tuollaisista en ole kuullutkaan.  Suomalaisteinit ovat maailman fiksuimpia.  Suurin osa käy rippikoulunkin. Monet lukion ja loput suorittavat ammattitutkinnon.  He tulevat pärjäämään työelämssä ja näin pystyvät taas antamaan elatusta ym. vähävaraisillle ja vammaisille. Ilmeisesti myös pakolaosille.	not-identity_attack	1.0	not-identity_attack	not-identity_attack	not-identity_attack
s24:7e37580c79c1db5cb479c16e4ea2d9bf	Äpärä, joka sai alkunsa saksalaisen raiskaamisesta? Ruotsalaiset ei paljoa suomessa ole ryöstellyt. Kerrotko mitä ryöstettävää ruotsalaisilla suomessa oli, suomalaiset oli puussa vielä kun ruotsissa oli jo sivistys? Jos ei ruotsalaiset olis tullut suomeen, syötäs täällä vieläkin sormilla. Mutta tyhmille ajatuksillehan et mitään voi.	not-identity_attack	0.6666666666666666	not-identity_attack	not-identity_attack	identity_attack
s24:0a290312d2844311716bf0be0fc6e9d4	Pitää tehdä selväksi, että kiusaamista ei saa olla. Valitettavasti uskonnot pitävät yllä kiusaamistraditiota sortamalla esimerkiksi lesboja ja homoja.	not-identity_attack	1.0	not-identity_attack	not-identity_attack	not-identity_attack
s24:fddca1ac975d86749f024c2941f84ade	Nyt ainakin minusta Te Arvoisat PERSUNEROT olette sitä mieltä, että kaikenlainen Valtiollisten Huoltoturvarahastojen antama Rahallinen Tuki kuuluu nyt sellaiseen asiaan kuin LUXUS. Koska nyt Yhteiskunnallinen Huoltoturvarahastojen antama tuki on LUXUS eli täyttä turhaketta ja jonka turhakkeen ainoa vaikutus on Teidän PERSUT rs:n mielestä vain se, että siipiveikkojen ja kaikenlaisten Komuloisten määrä kasvaa, niin nyt on olemassa sellainen HYVÄ KYSYMYS, että MIKSI pitää tukea sellaista kuin KOMULOISKAARTI rs:n toimintaa. Me KOMUT voimme nyt kysyä vielä sitä asiaa, että onko nyt Teidän PERSUT mielestänne oikein noin yleisesti arvioiden Teidän PERSUT-yhteisön edustamanne suorastaan Äärimmäinen ITSEKKYYS. Me voimme vielä kysyä sitä asiaa, että oletteko Te PERSUT todella sitä mieltä, että HYVÄ LÄNSI rs:n Kansakunnat eivät voi joutua koskaan ongelmiin. Onko Teiltä PERSUT unohtunut nyt Ne Ongelmat, jotka olivat 1990-luvulla myös Suomalaisen Pieneläjän edessä, kun Äärimmäisen kovan Keinottelun ja Kasinopelin tuloksena HYVÄ LÄNSI rs:n yrityksiä me nurin kuin siimaa ja samalla Työttömien MÄÄRÄ kasvoi oikein kohisten. Nyt on hyvä huomata vielä ne asiat Elinkeinoelämän ympäristössä, jotka iskivät nyt myös Pieneläjän silmille vielä vuonna 2008. Niin ja nyt tämä vuosi 2008 tarkoittaa sitä, että vielä tällöin yrityksiä meni nurin oikein kovalla tavalla ja kun nyt vuoden 1990 ja kun nyt vuoden 2008 tapahtumat yhdistää, niin ME voimme puhua paljon kovemmasta ja karummasta lamasta kuin oli konsanaan TELLUS-planeetalla 1930-luvulla. Niin ja me tiedämme vielä sen, että 1930-luvun LAMA alkoi vuonna 1929, kun tällöin USA rs:ssä tapahtui SUURI PÖRSSIROMAHDUS siis todella SUURI.	not-identity_attack	0.6666666666666666	not-identity_attack	not-identity_attack	identity_attack
s24:a593ca83dfdfae89cff79b0ffab8e55e	Naisesta tulee huora vain miehen johdosta ja mikäs se mies sitten on..huoripukki..ja silläkö ei muka ole mitään väliä..huh huh..Minkä sovinistisian kirjoituksia.Miehet ovat aina kaksinaismoralisteja...ikuisesti aamen.  Vai ikä...yök missä tuollaisia metsäläisiä vielä kasvaa...hyi olkoon.Herra varjele tuollaisilta asennevammaisilta....	identity_attack	0.6666666666666666	identity_attack	unsure	identity_attack
s24:b6454567f2afb2127074173e60afe156	Vanliga människor som måste arbeta för sitt uppehälle lär sig också svenska på en tvåspråkig ort.	REJECT	1.0	REJECT	REJECT	REJECT
s24:1538ba3345e82bc6febb040749995512	Miksi ihmeessä näillä seksuaalisesti poikkeavien hörhöjen palstoilla sallitaan nykyään tällainen ihan avoin ja kursailematon alaikäissodomian välitys ja tarjoaminen? Säännöt eivät tosiaankaan ole samat seksuaalisille suuntautumisille, sillä heteropalstoilta 14-vuotiaitten seksi-ilmoitukset lentävät kuin leppäkeihäät.	identity_attack	0.6666666666666666	not-identity_attack	identity_attack	identity_attack
s24:77ca516c91843ec970d58cefac05170c	Vanhapoika sexth näkyy kiusallisen paljon levan kiinnostunut minusta... Annan kyllä arvoa homojenkin kiinnostukselle, sillä hekin pitävät minun kaltaisissta komeista miehistä.........  Palstan puuma-äämät ovat kiusallisempia tyrkkyjä....esim. naiset tuneva seilori ei varmastikaan lähde Lappiin puremaa porojen munat pilallle.. Kuvottaa jo ajatuskin että Petteri pinajuono olisi eunukki virolaiset hippihörhötkin gemsut ja muut kutsuvat Suomalaisia poroiksi :(  http://www.youtube.com/watch?v=nLOocsBl4gw	identity_attack	0.6666666666666666	unsure	identity_attack	identity_attack
s24:908fbc391b503acceb575f159dcf2116	Siis myös pedofiili pappienkin SPERMAKASTEET ovat laittomia saatanallisuuksia! http://www.mtv.fi/uu/REDACTED/ossa/6077338	not-identity_attack	0.6666666666666666	not-identity_attack	not-identity_attack	unsure
s24:59acd1a30429d49bae3faf37e01da550	Sastamaalaiset tuntuu pelkäävän mustaa miestä, tuskin uskaltavat mennä edes yleisurheilukisoja kattomaan, siellähän niitä kirmaa ympäri rataa ja lopuksi mitalit kaulassa.	identity_attack	0.6666666666666666	not-identity_attack	identity_attack	identity_attack
s24:2d2ef17ff13341c4c613d55570f065dd	Dogmatikos luulee itsestään liikoja. Nyt hän kuvittelee olevansa tämän palstan moderaattori. Täällä on minun tietääkseni sana vapaa, muillekin kuin liberaali homottajille.	identity_attack	0.6666666666666666	identity_attack	unsure	identity_attack
s24:dc71c6154e00537d591df1a1e799d2e9	Ja kun homma kusee kintuillenne, Siperian mammutit ovat hoaxia. Hekoheko teitä.	not-identity_attack	1.0	not-identity_attack	not-identity_attack	not-identity_attack
s24:577a5f24a4f28194326c3895c1e7706b	ole niin itseriittoinen, että tulee ihan omillaan toimeen, - kyllä miusta ainakin on kiva saada olla tarpeellinenkin, toivottu, tms.  Sitäpaitsi, - toivon että lapsenlapseni tykkäävät minusta ihan minuna, ei vain karkkien toivossa ja - vuoksi..toivon todella että se kiljaisu MUMMIIII! tulee aitona kiintymyksen osoituksena ja ilman taka-ajatuksia....	not-identity_attack	1.0	not-identity_attack	not-identity_attack	not-identity_attack
s24:d300480e6737c1649aac79e060b84fa4	Pizzeriassa Sjoella  Tiistaina liekö vegepizzalla ollut tummanainen. Kaunis kasvoiltaan ja vartaloltaan juuri yhtä syötävä;) Onneksi sinunlaisia hyvän pilkkeen omaavia on vielä miesten ilona!! Mustat pökät ja valkoinen paita.	not-identity_attack	1.0	not-identity_attack	not-identity_attack	not-identity_attack
s24:840be4820b78436523a8ae9f4ee04928	Ehkä, jos häneen tutustuisi. Äly, huumorintaju, fiksuus jne tekee vaikutuksen myös. Myönnän kuitenkin, että jos hän haisisi hieltä, pierulta ja hampaat löyhkäisivät, niin sitten en.	not-identity_attack	1.0	not-identity_attack	not-identity_attack	not-identity_attack
s24:5c93d2036d4c1cc8a7dac401f24ab76e	Itse käytän sanoja ämmä, narttu, bitch sukupuolineutraalisti.  Moni heteromies ottaa tosin nokkiinsa kun iso homomies näyttää kaapin paikan.	not-identity_attack	1.0	not-identity_attack	not-identity_attack	not-identity_attack
s24:638ad964b733d8c23aa490860e16369a	Kusessa olisimme islamistien kanssa ilman USA,ja.	unsure	0.6666666666666666	identity_attack	unsure	unsure
s24:164984fce20b8b993108fd76805dd36f	BitComet 0.57	REJECT	0.6666666666666666	not-identity_attack	REJECT	REJECT
s24:3839b52cd5da4c5f0fae911c760c7427	On palajon sellasia uskovaisii kun tappaa kaikki kerettiläset. Olisko tässä ny semmonen kysessä?	not-identity_attack	0.6666666666666666	not-identity_attack	not-identity_attack	unsure
s24:d122da59c754e73650b4578b626c9179	Totta vain fennohörhön harhaisessa mielikuvitusmaailmassa. paskaa puhut, niin kuin fennot yleensäkin. Olet säälittävä luuseri. Luuserilla luuserin puheet!	unsure	0.6666666666666666	unsure	unsure	identity_attack
s24:3be45656262d35adc14aed2bb6e5e2f4	pervot.	not-identity_attack	1.0	not-identity_attack	not-identity_attack	not-identity_attack
s24:1eaa9d4727621d09d555f0473437537c	Heippa DT! Taas se sama kirjoitusvirhe käytät sitten nikkiä Daavidintähti, usko.vainen, totta.tuossa.osa, jolaladi-jolaladi-duuuuu, lesbonpesbon tai jotain muuta lukuisista nikeistäsi. :D	not-identity_attack	1.0	not-identity_attack	not-identity_attack	not-identity_attack
s24:fc3c091ca5831be54867082d933769de	Missä miehet ratsastaa siellä lampaat ei voi laiduntaa. HYVÄ POJAT NÄYTTÄKÄÄ NIILLE MISTÄ SUOMALSISET ON TEHTY!!!!!!!!!!	not-identity_attack	1.0	not-identity_attack	not-identity_attack	not-identity_attack
s24:db875495eb19c7376bc46ea5885a0755	Mitävittua Venäjä tekee vieraalla maalla? Menisivät kotiinsa. Myös Krimiltä. Sisällissota tuosta tulee ennen pitkää ja koko Venäjä hajoaa. Putin ei voi peittää nälänhätää sotimalla ja murhauttamalla ihmisiä, kuten Litvinenkon.	not-identity_attack	1.0	not-identity_attack	not-identity_attack	not-identity_attack
s24:9a9d96cb57826be5595bfdc176261555	En voi uskoa että tähänkin keskusteluun on osallistunut monia rasistisia suomalaisnaisia. Olen todella pettynyt teihin, haluatteko oikeasti jatkaa keskiaikaisilla säännöillä tätä elämistä täällä? Elää täällä... junttilassa... näiden samojen peräkammarin rasistipoikien kanssa? Vuosisadasta toiseen, samaa paskaa!	not-identity_attack	0.6666666666666666	not-identity_attack	not-identity_attack	identity_attack
s24:db1a65dfc65615feb53a944e23bbbe21	Sossu työllistyy!  Hygieniakin handussa: http://www.niggerman/REDACTED/o036_JPG.htm  Hanki parilla dollarilla Somalian kansalaisuus ja hae turvapaikkaa Suomesta. Ihana uusi elämäsi sossutätien hellässä hoivassa voi alkaa. http://www.youtube.com/watch?v=RX-kwYmq_8U  Ugabuga haluaa suomeen: http://www.youtube.com/watch?v=8Y9a687EMRU  RussianToday/Halla-Aho http://www.youtube.com/watch?v=30SSbpq-o_A&feature=channel	identity_attack	1.0	identity_attack	identity_attack	identity_attack
s24:58d1293531f1f9d1cf9efedc69560715	Helvetin kaunis, kaunis, ihan nätti, ok, ei kovin nätti, aika ruma, ruma, helvetin ruma  Nuo ovat tasoa helvetin ruma. Eli ei kaikki rumat ole yhtä rumia.  Totta kyllä, että monesti sanotaan rumaksi, vaikka oikeasti tarkoittaa, että ei ole nätti.	not-identity_attack	1.0	not-identity_attack	not-identity_attack	not-identity_attack
s24:9c7f890d3201ae5e2868d0388b96f96d	Mestistä/tsekkiä/Frasmannia2/lätkät.  AC Sparta Praha-FC Baník Ostrava (tulosarvio 2:0) 64 % 21 % 15% K:1.47. 2.67 MANCHESTER UTD (ENG) 2.65 BARCELONA (ESP) CS Sedan Ardennes-Racing Club de Lens (Tulosarvio 1:2 )24 % 28 % 48 % K:2.40. B ETHNIKI Kreikka. Hieno 1.22 kerroin. Atromitos Peristeri-Kalamata FC(Tulosarvio 2:0)59 % 24 % 18 % 1 ja svenskamammaa. Őrgryte IS-IF Brommapojkarna (tulosarvio 0:2) 12 % 19 % 69 % K:2.55. Djurgärdens IF FF-GAIS Göteborg (Tulosarvio 1:2)24 % 28 % 49 % K:2.87 Ja namupala huonolla. BSC Young Boys Bern-FC Vaduz(Tulosarvio 3:0)75 % 17 % 09 % (Tähän dumpataan rahaa ja sitten itketään.) Mm-lätkää. 1.55 UNITED STATES 6.50 FINLAND pakko yhtee flipariin tolla kertoimella. Pienellä.Vitun centtu, nappas pois jenkit. Olkaa hyvä jos jotai löytyy. Peli "onnea. "	not-identity_attack	1.0	not-identity_attack	not-identity_attack	not-identity_attack
s24:9d77d732d20d0cffc2e020a2fb4886d3	Kyllä pimpin nuuhkiminen ja nuoleminen kuuluu tapoihini mutta teidän oikeistopuppeleiden tapoihin se ei kuulu vaan miten on haisteletteko toistenne ylileveitä kalanhajuisia p-reikiänne siellä peräkamarissa?!	identity_attack	0.6666666666666666	identity_attack	not-identity_attack	identity_attack
s24:ecb0ffe87274da205369c33ee7e0e351	Varmaan lesbokulttuuvi on sen mielestä pavas.	not-identity_attack	1.0	not-identity_attack	not-identity_attack	not-identity_attack
s24:74d788b0b065a1054eb670bd8e2ae048	eipä vielä koskaan 34 vuoden kokemuksella ole puntaroitu. On ajettu vähän joka puolella EU ; ta ja koskaan ei ole poliisi pysäyttänyt meitä.	not-identity_attack	1.0	not-identity_attack	not-identity_attack	not-identity_attack
s24:c05bb76d1d0b308443e3e742616b1c47	Narttu 400 EUR Uros 450 EUR narttu 650 EUR  mut en mä laske niitä mitenkään huonommiksikaan vaikka ovat selkeästi halvempia mitä täällä keskiverto.	not-identity_attack	1.0	not-identity_attack	not-identity_attack	not-identity_attack
s24:a10a4a1bca9ad1f79bd32324b5aa8a35	Niinpä! Junttien juntti edustaa Suomen junteinta, vähä-älyisintä kansanosaa. Asia selvä! Ja Suomessahan tukiaisilla eläviä juntteja riittää!!!	not-identity_attack	0.6666666666666666	not-identity_attack	not-identity_attack	identity_attack
s24:12367a95db666b611a274dbf20e75323	Päivi Räsänen on äärimmäisen  takapajuinen ihminen.Antaa homojen olla homoja.Alkion kehityksessä muutoksia kromosomeissa saaneita ihmisiä ei tarvitsisi uskonnon perusteella syrjiä. Nainen on luovan ajattelun menettänyt ja uskomuksensa aivopesemä rasisti. Erittäin julmaa kirjoitella kirjoja aiheesta ja tuomita pientä ihmisvähemmistöä omien harhaisten uskomusten perusteella. Tämä lyhyt ja pieni elämä on myös oltava onnellinen niille jotka ovat erinlaisia valtavirrasta ja syntyneet sellaiseksi kun ovat.  Ja maailma on täynnä tutkimustietoa siitä että homous ei ole opittu tapa vaan jo alkiossa tapahtuneita muutoksia.Yhdysvalloissa aikoinaan tehtiin karmeita ihmiskokeita sähköllä ja kaikella mahdollisilla keinoilla jotta "mielenhäiriö" saataisiin korjattua. Eikö nämäkään tosiasiat yhtään liikuta mitään ajatuksia lääkäri Räsäsen ajatusmaailmassa. Taas nähdään tässä uskomusten valtava joukkovoima jotka tekevät ihmisistä aivokuolleita ja omaan ajatteluun kykenemättömiä .	not-identity_attack	1.0	not-identity_attack	not-identity_attack	not-identity_attack
s24:f8c40f750ae3a8fa079a41bee0a5a3ca	HS on äärimmäisen rikkaiden suomenruotsalaisten homoseksuaalien johtama lehti ellette sattuneet tietämään. Homotus ja homologiikka leimaa kaikkea HS:n uutistoimintaa ja poliittista manipulaatiota. HS ei ole oikea sanomalehti. Se on poliittisen manipulaation ja sairaan valehtelun äärimmäisen rikas madiavaikuttaja. HS määrää Suomessa aivan kaiken. Siksi Suomi on paska maa.	identity_attack	0.6666666666666666	identity_attack	unsure	identity_attack
s24:5cf77d981b8911ad7cae0286843cf776	Totta on, että vähemmistönä ollaan oltu varmaan koko foorumin olemassaolon ajan. Jakuten aloittaja totesi, homoudessa on tulevaisuus. Toivon, että kun 20-30 vuoden päästä ihminen laskeutuu Marsin pinnalle ovat nämä urhoot kokeneita homomiehiä ja julistavat uuden planeetan homojen planeetaksi. Tulevaisuudessa Mars asutetaan 100% homoilla ja kuten aloittaja meinasi, tarvittaessa joitain valioyksilö naisia säilytetään steriilikopeissa. Joka tapauksessa yriteään päästä heteroudesta eroon mahdollisimman pian maapallon pelastamiseksi. Käsittääkseni homot eivät myöskään ole kovin sotaisaa kansaa.	unsure	0.6666666666666666	identity_attack	unsure	unsure
