ID	text	majority	agreement	annotator1	annotator2	annotator3
s24:821b751ad0c64587e94cb0c4e391f332	Nyt lyön kyllä tämän miehen lasikuplaa lujaa.  Jos noin paljon on jo lapsia tehnyt perhe kyseessä, niin kyllä siinä sen synnyttäjänkin mielipidettä olisi kuulunut kuunnella.  Ehkäisy kun ei ole syntiä, vaikka jotkut sellaisia typeryysoppeja viljelevätkin.  Toivotaan että tämä maailman liikakansoitus herättää viimeisetkin pahvit paavin kuoleman jälkeen nykyaikaan:  ehkäisy on ainut keino hillitä maailmanloppua. Koska ilman sitä se helvetti vasta onkin käsillä, kun maailma tuhoutuu ihmisten paljouden käsissä; sodissa, nälkäisten suiden ruokinnassa ja saasteissa - sekä teollisuuden ylivoimassa, joka kehittyy niin kauan, kun ihminen lisääntyy - aivan kuten ydinvoima teollisuuden mukana..  kyllä, helvetti on käsillä ja kortsupaketti pitäisi olla joka äijän taskussa aina saatavilla, kun alkaa tehdä naista mieli.  Ukko teki väärin kun valitsi vaimonsa ja lastensa äidin sijasta uskonnon. Mutta sano sille, että olisi tärkeintä pitää nyt vain huoli siitä perheestä, mikä jäljelle jäi. Ole tukena.	toxicity	1.0	toxicity	toxicity	toxicity
s24:b3911c38e6caaaf58e1b303170ba7f03	Juopoiksi varmaan oli tarkoitus kirjoittaa..?. Tuo on ihan totta, kaikenlaista kuulee ja monenlaisina versioina..Kuulijalla oltava maalaisjärkeä, sydäntä ja hyvä suodatin kun paskajuttuja kuuntelee!!	toxicity	0.6666666666666666	toxicity	unsure	toxicity
s24:b50fc4ea304ddc6efc35719abf596d35	Voi hyvä mies, on olemassa vain YKSI Jumala .. eikö sinulle jo järkikin sano tämän?  Ei sillä ole mitään väliä mitä ihmiset sanovat Jumalasta - EI IHMINEN TEE TAI MUODOSTA JUMALAA. Ihmiset voivat vain etsiä sitä mikä on Jumalasta ja he tekevät sen aina omassa vajavaisuudessaan, KOSKA me olemme vajavaisia.  Kun sinulla ei ole mitään sanottavaa - ja kun kierrät asioita kuin kissa kuumaa puuroa .. ja kun toistat tuota samaa mantraasi .. mikä jumala, mikä jumala ja kun saat vastauksen .. katselet muualle ja seuraavassa viestissä jälleen kyselet että "mikä jumala" ..  Kuinka kukaan voi juuttua noin pahasti samaan uomaansa .. ? se on aika ihmeellistä ? mielestäni.  Onko kyse jostain epätoivoisesta kieltäytymyksestä? että olen tämän linjan valinnut ja siitä en luovu ... oli mikä oli .. ok, välillä se on kuin kivi hiertäisi kengässä .. mutta hiertäköön .. en luovu .. en .. en .. en  ---- ja entäs tämä sitten :  Bushmanni : Jumalaa ei ole ja uskovat ovat typeryksiä .. pyhpyh: Joudut helvettiin ..  Voi voi .. luuletko pyhpyh, että Jumala jotenkin järkyttyisi näistä bushmannin kirjoituksista ja alkaisi hautomaan kostoa .. tätä sekoilevaa ihmisparkaa vastaan.. Kuule pyhpyh - kyllä se on bushmanni itse joka sen oman kuoppansa kaivaa ja ahkerasti tekeekin - tajuamatta että pilkkaa samaan aikaan sitä Ainoaa joka voisi hänetkin auttaa pois sieltä kuopasta ..  Paradoksi : Bushamanni tietää, että hänen loppunsa on "surkea" .. mutta hän rauhoittaa itseään sillä että "niin on niin monen muunkin" ..  alex	toxicity	0.6666666666666666	toxicity	not-toxicity	toxicity
s24:31b36932ec6dbed58a39c8c71f303eae	lutkutus kuului meille asti, plut plut. sitten kuului plörts ja hirmuinen hurraa huuto.	toxicity	0.3333333333333333	toxicity	unsure	not-toxicity
s24:10a3ab00d3e4c50be8488266eaacf3fc	no lapsen isä ei nyt oo ehkä parhaimmasta päästä, se ei tee yhtään mitään ja empä tosiaan tiiä tulevaisuuden suunitelmista ! mä oon niin kyllästyny siihen et se heittelee mua kun mitäkin lapasia joten taitaapa käydä niin et jäädään joonaksen kanssa kahdestaan... koen jopa sen paremmaks vaihtoehdoks ja sillon olisin onnellinen, kun ei ois tuo yks kusipää jatkuvasti satuttamassa minua !  haluaisin opiskella sit luultavasti tarjoilijaks ja mulla oli peruskoulusta päästessä keskiarvo 8.1 joten kyllä sillä luulis ravintola-alalle pääsevän :)  ja mä aattelen niin että viihteelle mennään sillon kun on aikaa mennä ja sit kun ei oo niin jätetään menemättä. elämän yksinkertasia asioita, jotka toistuu monilla muillakin ihmisillä tietyissä asioissa. ja tuon oon oppinu jo pienenä et kaikkee mitä haluaa ei välttämättä saa ainakaan heti :) ja on minulla ihan hyvä tukiverkko, välittävät vanhemmat ja ystävät nimittäin!  minkäs ikäinen lapsi sulla muuten on äiti 28v?? mun vanhemmat sai nimittäin mut sun ikäsenä muuten ;)  ja kiitos miusuliinille ihanasta piristävästä kommentista!! :)	not-toxicity	0.6666666666666666	not-toxicity	not-toxicity	toxicity
s24:29d19b4910d02584acb8aef8fa52ec54	sanoa että läheppä lätkimään...se ei ole niin simppeliä. meillä minä olen se kerjääjä.ja mulle sanotaan et vaiha ukkoa jos ei kelpaa . tää on kauheeta.kaiken muun lisäksi minä olen meillä se joka maksaa kaiken. vuokrat,ruuat,ihan kaiken.on aina ollu niin ,ja aina tulee olemaankin varmasti.vaikka lupas et asiat muuttuu kun vauveli syntyy..hahahh.mikäs sen mukavempaa kuin elää toisten rahoilla??tarjoan kirjaimellisest kaiken.kun pyyän esim kuskaamaan johonkin(mun maksamalla autolla ) niin hän tokasee et jos hän haluis ajella,hänel olis oma auto.. nyt rv 39 menossa..=?arvaatko että minäkin olen kuses.mutta luotan mieheeni,hän ei pettäis,kun ei sitä kiinnosta köyriminen tippaakaan.se mitä tapahtuukin,on VAIN JA AINOASTAAN hänen pussien tyhjäys. minen ees muista millon olisin saanu mitään. mietin usein et tätäkö tää on lopun ikäää??olen ERITTÄINKIN aktiivinen ja innokas sänkyjutuissa..tai olin.. ahistavaa..mutta silti sanon et ei ole helppoo sanoa et tos on ovi..meil paljon kivaakin ja pitää muuten meist huolta.. toivotan sulle voimia ja onnea..kyllä on välillä hankalaa päättää mitä tekee..	not-toxicity	1.0	not-toxicity	not-toxicity	not-toxicity
s24:b110f3b5f17c0e7d499cd61d8f270a41	Mutta samat äänestäjät ja samanmieliset tyhmät äänestävät populisteja. Heti kun puolue pääsee hallitukseen, äänestäjät huomaavat tulleensa petetyiksi ja puolue hajoaa.	not-toxicity	0.3333333333333333	not-toxicity	toxicity	unsure
s24:d65b9379865c3685d96f26df972d67d6	velttona tunget sisään. Parasta on, kun vielä vedät terskan toisesta päästä ulos ja odotat eregtiota, kyllä puristaa tyvestä mahtavasti.	toxicity	0.6666666666666666	toxicity	toxicity	not-toxicity
s24:02e6859c68c853ee558c835106171a71	Kyllä näin näyttää olevan ja liitot kestävät pitkään. Johtuu varmaan siitä että molemmilla puolisoilla on itsetunto kohdallaan kun on ulkonäköä ja elämä aina ollut helppoa. Rumemmat pettävät ja eroavat, koska ovat niin epävarmoja itsestään.	unsure	0.6666666666666666	not-toxicity	unsure	unsure
s24:0d6c5224b593123cb524302dc1a3eb0e	Joko Haavisto ilmoitti erostaan?  Vaatiko myös yrmistelijä AKTIIVISTA KATUMISTA	unsure	0.3333333333333333	unsure	toxicity	not-toxicity
s24:14e4c4aef412a9ecad8ae11f96d5dade	kyllä tuossa viestissäni sanoinkin..että niitä murheita tais olla mutta ..ei niitä jäänyt miettimään ..samalla tavalla kuin on tehnyt aikuisena ...liian paljon pähkäillään ja suretaan omaa surkeutta.	not-toxicity	1.0	not-toxicity	not-toxicity	not-toxicity
s24:2f9e17713a1fcc0fe5b229ac59e6da03	Terve ruumis ei työtä kaipaa ja kuka hullu itsensä työllä tappaa. Millon on nähty manneakaan pellolla kyykkimässä saati partamamua. Päivärahalla on mukava olla ja kun jaksaa sossupapereita täytellä kyllä tupakissa ja bensossa pysyy. Pitää tästä taas ruveta hakemusta sossun tytöille raapustelemaan kun pitäsi mersu käyvä tankkaamassa ja ostella joku sata litraa tuohon lynxiinkin menovettä. Ja eipä olisi pahitteeksi joku tupakkikartonkikaan vastasen varalle. Se on huono puoli, että kun tuolla sossulapulla ei pysty kaljaa ostamaan. Peraatteessa kun tuli tuohi poikkeuslaki niin sillä verukkeellahan sitä voisi kalja puolestaki puhua. Tuli taas niin hyvät ilimat, että pitäsi sitä köyhänkin saaha nauttia keväästä.	toxicity	1.0	toxicity	toxicity	toxicity
s24:7e81c3115e7d1c61a9a575530cbbd69c	Ja appiukolle ja anopille haistatan paskat koska olen saanut ihmisarvoni takaisin ja tiedän nyt kuka olen. Liian kauan kuuntelin teidän läskien ja maalaisjunttien mielipiteitä. Vaikka teillä itsellä ei ole elämää ollenkaan. Ettekä ole mitään vaikka haluisitte raukat olla.	toxicity	1.0	toxicity	toxicity	toxicity
s24:85d0b2da7ebd440c081df5063ea04368	Koerien hankinta pitäs monelta kieltee. On se vuan niin! Tiijättehän valakonen roskaväki: paljon pentuja (ihmis), uusijoperreitä, korvaaksilla eletään, ulkomuanmatkat Tukholman-risteelyjä taekka Tallinnassa, joku pikkunen tae isompi tuomijjo, paljon "mukavasti istuvia" asuja "heleppo pukkeutuminen", "tatskat", kultaketjut... ja saatanalliset koerat joeta ee oo koolutettu ja joijjenka kanssa viäntäävyttään joka paekkaan... ja pennut huutaa... valamisruokija syyvvään... tupakkiakin poltettaan... Feispuuk...	toxicity	1.0	toxicity	toxicity	toxicity
s24:f732f1a12dc0b9a8870f43737afa536b	Voi Tapio ressua!!  Tarvitsiko Jeesus parannuksen kastetta??Sinähän pilkkaat Jumalaa!  Jeesus antoi meille esimerkin Uuden liiton kasteesta.  Oliko Johanneksen kasteessa läsnä Isä, Poika ja Pyhä Henki???  Ajattelisit hieman, mitä kirjoitat.	not-toxicity	0.6666666666666666	not-toxicity	not-toxicity	toxicity
s24:1174146eb252f3a7788ac849cbf3c6ea	matsda 6 vm 2006  auton sisään vuotaa vettä jostain takana lattialla ja edessö apukuskin puoli myls närkä mikähän voisi olla syy	not-toxicity	1.0	not-toxicity	not-toxicity	not-toxicity
s24:97d52e52849cf3c7b1574332a93bafde	On kova poika tyhjentämään toisten pankkitilejäkin, siis tämä puli-matti..	unsure	0.6666666666666666	not-toxicity	unsure	unsure
s24:db52399fe84a9716ef1f72f3287209d0	Maniassa tehtyjä juttuja...  Mitenkähän on, kun nuorempana tuli hölmöiltyä oikein kunnolla ja tehtailtua n. 40 000 euron velat..ja maanisessa vaiheessa. Olisiko se peruste neuvotella noiden velkojen korkoja ja kuluja pienemmäksi? Monet niistä veloista ovat moninkertaistuneet vuosien aikana.  Nyt kun olen kunnossa ja palkkatöissä, olisi tietysti motivaatioita maksaa kiltisti pääomat pois mutta ei kohtuuttomia korkoja.  Onko kokemuksia?	not-toxicity	1.0	not-toxicity	not-toxicity	not-toxicity
s24:d4d2636e482a6d49bf1b1798cda3cf8f	olikohan astutus suunniteltu?epäilen kenenkää terve järkisen astuttavan noin nuorta koiraa isokaluisella prinssillä.	toxicity	0.6666666666666666	toxicity	toxicity	not-toxicity
s24:8e79513a4941083c533a999924047210	kokoomuslaiset töihin loisimasta 650 000e tuen vastineeksi!! V  kokoomuslaiset töihin loisimasta 650 000e tuen vastineeksi!!  Vaikka katuja lakasemaan ja risusavottaan ja marjanpoimintaan vanhainkodeille!  hophop kokkareloiset! Pois sieltä sohvalta makoilemasta loiset!  s.koskikaan tehnyt päivääkään oikeeta työtä! Sekin loinen vuodeksi kaupan kassalle elämään sillä palkalla.  Vastikkeetonta SOSSU-tukeA:Kokoomusnuorille 650 000€ Kokoomusnuorten tuet pitäisi poistaa!!!!! Poliittisten nuorisojärjestöjen, kuten kokoomusnuorten, tuet pitäisi ehdottomasti poistaa. On järjenvastaista että tuemme heikomman aineksen lisääntymistä ja sitten ihmettelemme miksi täällä on älyvapaina syntyviä lapsuksia ja kovasydämisiä kannanottoja oikeistonuorilta. Vastikkeetonta tukeA:Kokoomusnuorille 650 000€, kokkareloisille verovaroista tukea tuen päälle!!!! Kokoomuksen Nuorten Liitto sai vastikkeetonta TUKIavustusta 650 000 euroa, Loisivat vaan sohvalla ja kirjoittelevat paskapuolueohjelmia suomen tuhoksi! http://ottolehto.puh/REDACTED/aisi-poistaa Puoluetuki on verovarojen väärinkäyttöä.!!!!!  Susanna Kosken johtama kokoomuksen nuorisojärjestö saa valtionapua 642 850 euroa.=sossutukea!	toxicity	1.0	toxicity	toxicity	toxicity
s24:ae317edbe2a34230b979673fa6694c64	EI_TROLLI_vaan_TOTUUS 22.02.2020 18:55  Jarmo Eklund näyttelee --- PELASTUNUTTA --- vaikka on JUMALATON !  Jarmo Eklund - ja - PELASTUSSANOMA - sivusto ja lisäksi vielä sivuston yhteydessä oleva --- KESKUSTELUPALSTA . . . ;)  . . .  Jumalan TOTUUS --- Jarmo Eklundin --- EKSYTTÄVÄSTÄ TOIMINNASTA . . .  ◾Jarmo Eklund on TEMPAUS - eksyttäjä  sillä --- TEMPAUSPÄIVÄMÄÄRÄ - ennustelu --- ON KIELLETTYÄ  sillä --- TEMPAUS - harhaoppien levittäminen --- ON KIELLETTYÄ  ◾Jarmo Eklund on VÄÄRÄ PROFEETTA  sillä --- VALHEPROFETIOIDEN ennustaminen --- ON KIELLETTYÄ  sillä --- VALHEPROFETIOIDEN levittäminen --- ON KIELLETTYÄ  ◾Jarmo Eklund on SODASSA - Jumalaa - VASTAAN  sillä --- VALEHTELU - ja - PANETTELU --- ON SYNTIÄ  sillä --- VÄÄRISTELEE Raamattua --- esittämällä virheellisiä tulkintoja  sillä --- EI TEE PARANNUSTA --- vaikka toistuvasti KEHOITETTU  sillä --- esittää PELASTUNUTTA --- vaikka on JUMALATON  . . .  Jarmo Eklund on PANETELLUT --- Jumalan PROFEETTAA eli . . . Jumalaa . . . !  . . .  Jumala KYSYY . . .  . . . KAIKILTA --- Jarmon EKSYTYS - lahkoon --- KUULUVILTA . . .  . . . Millä tavalla OLETTE ojentaneet - Jarmoa - hänen rikkomuksistaan . . .  . . . ELI siis --- Millä tavalla OLETTE täyttäneet . . . Kristuksen lain . . . ?  . . .  OLETTEKO - TE siis - UMMISTANEET SILMÄNNE RIKKOMUKSILTA ?  Jumala SANOO . . . TEILLE --- EKSYNEILLE . . .  Jeesus_valitsi_tekstin 28.04.2017 01:04  7. Älkää eksykö, Jumala ei salli itseänsä pilkata; sillä mitä ihminen kylvää, sitä hän myös niittää. 8. Joka lihaansa kylvää, se lihasta turmeluksen niittää; mutta joka Henkeen kylvää, se Hengestä iankaikkisen elämän niittää.  . . . 11. Katsokaa, kuinka suurilla kirjaimilla minä omakätisesti teille kirjoitan! . . .  Kirje galatalaisille 6 1. Veljet, jos joku tavataan jostakin rikkomuksesta, niin ojentakaa te, hengelliset, häntä sävyisyyden hengessä; ja ole varuillasi, ettet sinäkin joutuisi kiusaukseen. 2. Kantakaa toistenne kuormia, ja niin te täytätte Kristuksen lain. 3. Sillä jos joku luulee jotakin olevansa, vaikka ei ole mitään, niin hän pettää itsensä. 4. Mutta tutkikoon kukin omat tekonsa, ja silloin hänen kerskaamisensa on vain siinä, mitä hän itse on, ei siinä, mitä toinen on; 5. sillä kunkin on kannettava oma taakkansa. 6. Jolle sanaa opetetaan, se jakakoon kaikkea hyvää opettajallensa. 7. Älkää eksykö, Jumala ei salli itseänsä pilkata; sillä mitä ihminen kylvää, sitä hän myös niittää. 8. Joka lihaansa kylvää, se lihasta turmeluksen niittää; mutta joka Henkeen kylvää, se Hengestä iankaikkisen elämän niittää. 9. Ja kun hyvää teemme, älkäämme lannistuko, sillä me saamme ajan tullen niittää, jos emme väsy. 10. Sentähden, kun meillä vielä aikaa on, tehkäämme hyvää kaikille, mutta varsinkin uskonveljille.  11. Katsokaa, kuinka suurilla kirjaimilla minä omakätisesti teille kirjoitan! . . . . . . . . . Kirjoitin nyt Jumalan tahdon, niin kuin Hän tahtoi.  Mitä et tiedä . . . se joskus kerrotaan. Siunausta ja Herran rauhaa !	toxicity	0.6666666666666666	toxicity	not-toxicity	toxicity
s24:13486560fc7172bb716f966bae18cdec	Kummaa tasa-arvoa kun miehet keskenään paneskelee.	toxicity	0.6666666666666666	not-toxicity	toxicity	toxicity
s24:46b308e0b70b0ed23aeb4cd17dc75b8b	Siinä hyvä äiti joka pitäähuolta omista llapsistaan ja valvoo ja vahtii ettei vieraat käy haukkumaan tai hankaloittamaan lasten oloa isän luona. Juuri noin kunnon äiti toimii, mieehen pitää ottaa siitä oppia, ja pitää sut poissa omien lasten läheltä,.	not-toxicity	0.6666666666666666	not-toxicity	not-toxicity	unsure
s24:c02afe25c08a2c7e0056cabf80876f1a	Kyllä Demarit menevät syvälle, kun pitää rehellisiä Perussuomalaisia loukata ja samalla häpäisevät sotaveteraania tällä Raution julkisuus hakuisella tempulla. Kyllä Isä Timo teki puoluelleen oikei, kun pudotti hänet rattailta. Näin saatiin katkaistua Demareiden ja muiden välinpitämättömien siivet haukkua Persuja.	toxicity	0.3333333333333333	toxicity	unsure	not-toxicity
s24:77bfe2035c1b626bf7f3b252b8d22880	Johanna toimii klubiemäntänä (Huom! vastaava kuin hovimestari ravintolassa) eikä tarjoilijana tai stripparina. On kumma että kaiken maailman luuserit on heti aliarvoimassa ilman että tietävät miten asiat todellisuudessa ovat. Johanna on todella täysillä mukana tässä hommassa eikä todellakaan ole itse ollut tyrkyttämässä itseään tähän hommaan. Ehkäpä ravintola tietää paremmin kenet se haluaa palkata kuin tämän palstan luuserit.	toxicity	1.0	toxicity	toxicity	toxicity
s24:c94e34b02ebf95e0f860faa40a7250f3	Kesä vs. talviaika  Mitä helvettiä! Halutaanko todella aikasiirryttömään vaihtoehtoon kesäaikaa, joka on SAMA kuin MSK, eli Moskovan aikaan. Jotkut joskus hamusivat!!! Suomen talviaika on ihan OK. Siirtäkää sitten mieluiten töihintuloaikaa aurinkoon sopivaksi!!! Moskovan aikaa ei ikinä Suomeen!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	toxicity	0.6666666666666666	toxicity	not-toxicity	toxicity
s24:0114a3c9d622e836b3c2b527abd75848	Typerä väite, jos kerran kaverin sormenjäljet löytyy murha-aseesta, niin miten lavastettu? Yhtä typerä väite sekin, että ampujia olisi useampia, miksi kukaan tekisi niin idioottimaista suunnitelmaa, yleensä yksi kiväärimies pystyy tappamaan suojattoman kohteen yksinkin. Kaksi ampujaa, 100kertainen paljastumisriski jo suunnitteluvaiheessa. Se, että ternikivääri olisi jotenkin kelvoton ase, on taas huuhaajuttuja, joita tietämättömät toistelee, kun ovat jostakin kuulleet. Patruunan kaliiperi on tarkka, ja luoti on nopea, joka tekee pahaa jälkeä osuessaan.	toxicity	1.0	toxicity	toxicity	toxicity
s24:3f58d6b859fb3bfeeee3291a77aa498e	Sillon kuule kloppi niin palio rahaa ja muita pisneksiä, nottei siinä auta pankinvaihto. Se kuule poka pelaa pörsikurssiilla.	toxicity	1.0	toxicity	toxicity	toxicity
s24:8065abe769ae62e87e30c63607d51435	Ei ainoastaan se. Koittakaas nyt pässit tajuta.	toxicity	1.0	toxicity	toxicity	toxicity
s24:35d4cb86872ee4cdcd4daf9577abd84e	Kiitos vinkistä. Täytyypä katsoa tuo leffa, ehkä siinä hyvällä tuurilla näyttäytyy sivuroolissa ATM. joka ei kelpaa sille naapurintytölle sen enempää kuin sille vastuuttomalle bilettäjällekkään vaan YTM pitää saada.  ATM siis voisi olla verrokkina naisten suosiota nauttivan YT-miehen rinnalla.	not-toxicity	0.6666666666666666	unsure	not-toxicity	not-toxicity
s24:755ca0d1604c72dead605e52f25a0bc7	Noh, kuka sen putinin hakee sinne me-ollaan-eu-länsimaa-nato-persläpi-tuomioistuin -haagiin? yk? etyk? nato?	toxicity	1.0	toxicity	toxicity	toxicity
s24:1e7703bf0fe3c5189746a83589f54168	Kuka?  Kuka on sinun idolisi kerro ja kirjoita se minulle ja laita myös nimesi ei tarvii olla oma mutta vaikka lempinimi muttei mitään esim.karvatassu jne.	not-toxicity	1.0	not-toxicity	not-toxicity	not-toxicity
s24:44f90bdab287baf795f2f70d65965aca	"yleensä sellaisilla miehillä on ollut onneton lapsuus, eivätkä ole saaneet tarpeeksi syliä ja rakkautta, eivätkä tästä syystä halua oman lapsensa kokevan sellaista."  hehheh, ihan hatustako veistelit :D älä nyt ota itseesi, mutta tuo on kyllä täyttä roskaa =oP naurettavaa suorastaan =oD	toxicity	1.0	toxicity	toxicity	toxicity
s24:ca1236c358ffb4e10abaab6e75e68f15	Hgin liikenne on mamujen varassa  Suurin osa hgin liikenteen bussikuskeista on maahanmuttajia. Eipä ole kelvannut hommat valkoihoiselle. Suomalainen yhteiskunta on siirtymässä tilanteeseen, jossa tietyt hommat on maahanmuuttajien työn varassa. Seuraavaksi on varmaan ninin, että vanhusten hoivassa ei ole valkonaamaisia tekijöitä kuin nimeksi. Turha siis huutaa työttömien. Menkää kouluttautumaan pääkaupunkiseudulle niin varmasti töitä löytyy. Niin tekevät mamutkinä Pikku hiljaa siirtyvät ensi järkytyksen jälkeen näiltä seuduilta suurempiin keskuksiin.	not-toxicity	0.3333333333333333	not-toxicity	toxicity	unsure
s24:d1442c10262dfb809e049e73fc659bdb	vai onko levitäjä häntiä,,.,.,.joka on tämän koiran kaitsia	not-toxicity	1.0	not-toxicity	not-toxicity	not-toxicity
s24:166b48ab531c1ceb9af4f5a5209b6b57	Narsistinen omija	toxicity	1.0	toxicity	toxicity	toxicity
